Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (km/h),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
46043,MD13-URA FC DAY5 TRAINING NAKIVUBO ,Justine Opiro - URA-LB,all, training, 46043.661380787,46043.796452546,"9219",7.5179,221.933,25,883.3261,24,0,0,449.5622,28.7362,48.9288,3.0162,13.2003,0,5.9734,6.8623,"4.1412","2.5361","0.6186","0.1907","0.0312","10545.6","948.3","139.1","33.1","4.1","196","24","0","0","0","0","17","5","2","1","3.1767","0.6704","0.182","0.0409","0.0133","3667.1","345.3","76","14.3","4.2","2.6781","0.5323","0.1699","0.0468","0.0075","7098.6","336","96.3","28","4.4","2.7982","1.8834","1.3359","0.6734","0.3479","0.1693","0.1136","0.0638","0.0446","0.0193","0.0686","9621.7","1123.7","505.4","202.4","92","44.4","30.2","16","11.6","4.9","17.9","11670.2","0","0","0","0","0","205","144","70","17","0","191","142","36","18"
46045,MD13-URA FC DAY6 TRAINING NAKIVUBO ,Justine Opiro - URA-LB,all, training, 46045.75571412,46045.844699074,"6647",4.7737,62.328,10,542.9607,8,0,0,278.7827,23.7442,43.0905,2.8369,13.8628,0,5.8845,5.3697,"2.6716","1.7252","0.3145","0.0623","0","6913.8","693","70.7","10.7","0","111","8","0","0","0","0","6","3","1","0","2.0561","0.3573","0.0911","0.0203","0.0037","2327.3","185.3","38.9","7.6","1.4","1.8547","0.2917","0.0752","0.0183","0.0054","4881","188.7","43.9","10.5","3.6","1.8254","1.4419","0.7823","0.351","0.1735","0.0893","0.0368","0.0235","0.0147","0.0125","0.0228","6331.8","844.9","302.1","107.2","47","23.8","10.5","6.1","4","3.7","7.1","7688.3","0","0","0","0","0","126","80","21","12","0","129","65","28","5"
46046,MD13-URA FC-Vipers SC-Home-League-Loss,Justine Opiro - URA-LB,all, game, 46046.802362269,46046.91937037,"6551",0.1784,0,0,17.4047,0,0,0,28.3272,8.7681,1.6344,0.0692,0.0346,0,0,0,"0.1752","0.0032","0","0","0","10108.1","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0941","0.0029","0","0","0","726.9","4.5","0","0","0","0.0787","0.0025","0.0002","0","0","9371.3","6.3","0.5","0","0","0.1673","0.0089","0.0022","0","0","0","0","0","0","0","0","10102.4","6","1.1","0","0","0","0","0","0","0","0","10109.5","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
46042,URA FC VS AMIGOSI UNITED WIN,Godfrey Ssekibengo - URA-AM,all, training, 46042.410394676,46042.536001157,"9474",8.6439,645.638,61,1018.4737,0,0,0,423.6972,29.2162,54.7428,3.7401,18.4825,0,5.8845,6.1253,"3.9195","2.6559","1.4229","0.5258","0.1198","9486.3","941.5","318.5","90","16.1","86","0","0","0","0","0","26","23","12","0","3.5215","0.6352","0.2067","0.069","0.0175","3695.4","278.5","73.3","22.7","5.3","3.3859","0.606","0.1454","0.0432","0.0135","6390.9","290.5","66.4","22.3","7.1","2.0623","2.2521","1.443","1.208","0.7575","0.3961","0.2236","0.0988","0.0599","0.041","0.1018","8246.3","1385.9","516.9","325.6","173.8","88.6","46.1","22.4","13.5","9.3","24","10852.4","0","0","0","0","0","193","116","46","26","0","163","96","51","23"
46043,MD13-URA FC DAY5 TRAINING NAKIVUBO ,Godfrey Ssekibengo - URA-AM,all, training, 46043.706185185,46043.798357639,"7964",5.8102,276.054,25,692.9825,8,0,0,313.2843,27.5762,43.7738,3.4676,15.0861,0,5.1778,5.5354,"3.0857","1.9463","0.5023","0.2414","0.0346","7083.3","723.2","110.9","41.5","4.7","87","8","0","0","0","0","14","6","4","1","2.4506","0.5167","0.1579","0.0365","0.0101","3041.1","255.3","63.3","13.5","3.4","2.0143","0.4277","0.1457","0.0397","0.011","4233.8","248.9","77.1","21.2","6","2.0586","1.3853","1.0721","0.5378","0.3119","0.1574","0.0883","0.0616","0.0345","0.0277","0.0751","6373.6","832.4","406.3","164.1","78.2","38.4","21.6","14.9","8.1","7.2","18.8","7963.6","0","0","0","0","0","144","137","52","20","0","160","115","41","14"
46045,MD13-URA FC DAY6 TRAINING NAKIVUBO ,Godfrey Ssekibengo - URA-AM,all, training, 46045.784564815,46045.845453704,"5261",4.1259,218.284,16,489.7527,3,0,0,225.0886,26.4162,47.0541,3.7105,15.5131,6,6.0045,7.0089,"2.3606","1.3054","0.2416","0.2111","0.0072","4677.4","492.8","54","35.5","1","75","3","0","0","0","0","12","2","0","2","1.7232","0.3697","0.1101","0.0287","0.0113","1986.7","192.6","49.3","10.8","3.7","1.4686","0.2777","0.0937","0.0307","0.0121","2758.6","177.4","55.9","18.6","7.1","1.595","1.0411","0.7202","0.2732","0.1761","0.1268","0.0693","0.0328","0.0276","0.0189","0.0451","4142.5","630.5","275.8","88.9","44.7","29","15.5","8.7","7.4","4.3","13.4","5260.8","0","0","0","0","0","96","93","39","22","0","111","82","30","15"
46046,MD13-URA FC-Vipers SC-Home-League-Loss,Godfrey Ssekibengo - URA-AM,all, game, 46046.802313657,46046.91744213,"6551",0.5437,0,0,60.0951,4,0,0,100.8716,12.4161,4.9795,0.2407,0.751,0,3.9956,4.6384,"0.4209","0.1228","0","0","0","9899","48","0","0","0","26","4","0","0","0","0","0","0","0","0","0.2428","0.0343","0.0176","0.0019","0.0003","2281.8","23.7","8.8","1.1","0.2","0.212","0.0214","0.0087","0.0038","0.0011","7600.9","19.3","7","3.2","1","0.3229","0.1295","0.0609","0.0155","0.0058","0.003","0.002","0.0018","0.0008","0","0.0014","9829.6","80.2","23.2","6.9","2.6","1.6","1.1","0.8","0.4","0","0.6","9947.1","0","0","0","0","0","6","8","6","6","0","8","14","4","1"
46041,NEC FC - TRAINING SESSION - LUZIRA,Ibrahim Kiyemba -NEC-LB,all, training, 46041.528115741,46041.592773148,"3905",5.7855,1.621,1,657.4813,6,0,0,292.1502,18.6562,88.8936,4.69,24.578,0,4.7734,7.2267,"2.0258","3.1317","0.6264","0.0016","0","4429.3","1004.3","152.4","0.3","0","156","6","0","0","0","0","1","0","0","0","2.5334","0.3296","0.1028","0.0253","0.0029","1589.2","176.9","44.2","9.8","1.1","2.4157","0.2761","0.0781","0.0179","0.0035","3538.8","165.6","45.7","12.1","2.9","1.2881","0.9531","1.8943","1.2477","0.262","0.0643","0.0258","0.018","0.0074","0.0094","0.0152","3916","586.5","617.1","345.2","75.5","20.6","8.6","6","2.6","3.1","5.1","5586.3","0","0","0","0","0","149","84","25","10","0","128","80","34","7"
46046,MD13 - NEC FC - KITARA FC - HOME - LEAGUE- DRAW,Ibrahim Kiyemba -NEC-LB,all, game, 46046.621149306,46046.750761574,"5398",8.538,670.632,67,1047.6274,3,0,0,384.5935,27.1682,94.9022,3.7279,18.2649,0,7.9245,6.4534,"3.8491","2.689","1.3294","0.5955","0.0751","9835.9","953.1","297.7","101.5","10.3","221","3","0","0","0","0","34","25","6","2","3.2933","0.7061","0.2543","0.1063","0.041","2259.5","293.3","86.9","33","11.2","3.1371","0.6937","0.2239","0.0651","0.0173","8087.4","303.6","86.3","28.6","8.7","1.7864","2.4242","1.4455","1.1069","0.7207","0.3589","0.2407","0.132","0.091","0.0758","0.1559","8455.3","1512.2","517.3","300.7","170.4","80","53.9","30.3","21.9","17.5","39","11198.5","0","0","0","0","0","194","128","58","38","0","159","121","69","38"
46041,NEC FC - TRAINING SESSION - LUZIRA,Muzamiru Mutyaba -  NEC-AM,all, training, 46041.522241898,46041.588210648,"4414",5.2866,0,2,598.3855,5,0,0,275.8255,18.2241,71.8619,4.1835,23.9223,0,4.8845,4.3297,"2.129","3.0404","0.1172","0","0","4594.1","1077.3","28.3","0","0","48","5","0","0","0","0","2","0","0","0","2.2355","0.3943","0.0885","0.0223","0.0014","1778.6","209.9","40.5","9","0.6","2.141","0.3198","0.0733","0.0099","0.0007","3404.4","204","45.8","6.5","0.4","1.3297","1.1886","2.0381","0.5414","0.1033","0.0486","0.0207","0.0095","0.0025","0.0015","0.0027","4046.2","692","720.2","175.3","35.6","17","7.4","3.4","1","0.7","0.9","5699.7","0","0","0","0","0","194","100","22","2","0","185","97","33","4"
46042,NEC FC - TRAINING SESSION - Luzira ,Muzamiru Mutyaba -  NEC-AM,all, training, 46042.509429398,46042.577299769,"4686",4.4897,66.113,14,516.0634,1,0,0,218.918,25.4802,57.4862,3.5069,14.3912,0,4.5926,5.56,"2.7011","1.385","0.3375","0.0626","0.0035","5260.9","515.3","76.4","10.9","0.5","37","1","0","0","0","0","13","1","0","0","1.8668","0.3628","0.0931","0.0237","0.0072","2032.6","194.7","40","7.8","2.1","1.742","0.2886","0.08","0.0217","0.0038","3348.7","182","42.2","11.3","2.6","1.8206","1.1563","0.7475","0.3827","0.1767","0.0688","0.0555","0.0249","0.018","0.0146","0.0241","4648.3","713.8","283","114.3","47.1","19.4","14.6","7.2","5.2","4.1","7","5864","0","0","0","0","0","113","71","25","8","0","110","75","24","11"
46043,NEC FC - TRAINING SESSION - LUGOGO,Muzamiru Mutyaba -  NEC-AM,all, training, 46043.62131713,46043.705711806,"5729",6.7712,98.821,26,783.4548,1,0,0,308.6505,24.8962,70.9151,4.2815,21.7425,18,6.1556,5.5637,"3.1716","2.7879","0.7129","0.0946","0.0042","6098.6","1014.5","161.9","16.1","0.6","30","1","0","0","0","0","18","6","2","0","2.7916","0.5148","0.1444","0.043","0.0106","2431.4","230.6","55.4","14.9","3.8","2.6485","0.4766","0.112","0.026","0.0036","4250.5","232.5","56.3","14.2","2.1","1.866","1.8297","1.5158","0.8433","0.3586","0.1535","0.0812","0.0525","0.0274","0.0199","0.0233","5215.3","1089.3","548.7","244.7","97.4","40.8","21.6","13.8","7.5","5.5","7.1","7291.7","0","0","0","0","0","170","107","37","12","0","169","102","41","14"
46044,NEC FC - TRAINING SESSION - LUZIRA,Muzamiru Mutyaba -  NEC-AM,all, training, 46044.358342593,46044.444354167,"5150",5.3849,55.427,17,629.8744,0,0,0,270.5764,21.1762,62.7363,3.3775,15.3645,0,5.56,5.2753,"3.0099","1.861","0.4585","0.0554","0","6631.4","685.4","104.6","10","0","39","0","0","0","0","0","13","3","1","0","2.1483","0.4643","0.1536","0.0335","0.0083","2198","231.8","62.2","12.9","2.8","2.0252","0.4099","0.1147","0.0218","0.0053","4608.5","239.7","60","12.5","3","1.8195","1.5225","0.9718","0.5364","0.2626","0.129","0.0617","0.0333","0.0166","0.0136","0.018","5814.9","936.8","363.8","161.6","73.2","38.1","17.8","10","5.4","3.9","5.9","7431.4","0","0","0","0","0","127","118","33","11","0","124","118","41","12"
46046,New Session 1,Benjamin Ochan -NEC-GK,all, game training, 46046.659135417,46046.75165625,"5398",3.7865,6.629,1,415.6539,4,0,0,213.3628,19.8242,42.0884,2.072,5.2166,0,7.6704,4.9593,"3.1751","0.5352","0.0697","0.0066","0","7775.9","200.1","16.5","1.2","0","88","4","0","0","0","0","1","0","0","0","1.7956","0.2169","0.0495","0.0181","0.0041","2543.6","173.4","24.4","7.4","1.5","1.4971","0.1418","0.0419","0.0157","0.0059","5036.4","165.9","28","9.8","3.3","2.4467","0.8364","0.2766","0.1221","0.0446","0.0151","0.012","0.0065","0.0076","0.0062","0.0127","7256.7","554.9","106.4","38.6","15.1","5.8","4.2","2.6","2.8","2.1","4.5","7993.8","0","0","0","0","0","74","28","16","14","0","57","44","19","8"
46041,NEC FC - TRAINING SESSION - LUZIRA,Paul Mucureezi - NEC-RW,all, training, 46041.520837963,46041.582063657,"4535",6.0278,1.607,1,681.9794,6,0,0,291.9992,18.1121,79.7499,5.1374,27.1428,0,5.7371,4.96,"2.0727","3.4866","0.4668","0.0016","0","4054.6","1121.7","113.2","0.3","0","52","6","0","0","0","0","1","0","0","0","2.635","0.363","0.0973","0.0137","0.0038","1773.3","193.4","44.8","5.6","1.4","2.5162","0.2936","0.0851","0.0175","0.0025","3027.5","180.9","50.8","10.7","1.4","1.3927","0.9004","2.1603","1.2055","0.2259","0.067","0.0334","0.0167","0.0122","0.0041","0.0094","3581.9","547","704.9","341.4","67.5","21.8","11","5.8","3.8","1.3","3.4","0","0","0","0","0","0","136","99","26","9","0","127","109","16","5"
46042,NEC FC - TRAINING SESSION - Luzira ,Paul Mucureezi - NEC-RW,all, training, 46042.509873843,46042.577305556,"4686",4.2657,77.894,12,507.2759,0,0,0,219.5173,23.1362,54.6179,3.4696,13.6215,0,5.3512,6,"2.69","1.1969","0.3009","0.0779","0","5293","451.5","68.1","13.5","0","45","0","0","0","0","0","11","1","0","0","1.7018","0.3604","0.1525","0.0352","0.0094","1892.1","202.9","60.3","12.9","3.2","1.5525","0.3078","0.1058","0.0322","0.0081","3379.1","192.4","59.5","18.8","4.9","1.7611","1.1744","0.5724","0.3302","0.1716","0.0921","0.0526","0.0336","0.0279","0.0118","0.0379","4645.5","733.8","221.9","100.6","50.4","26.4","15.2","8.7","8.1","3.7","11.8","5826.1","0","0","0","0","0","98","87","43","21","0","93","104","31","14"
46043,NEC FC - TRAINING SESSION - LUGOGO,Paul Mucureezi - NEC-RW,all, training, 46043.621408565,46043.705467593,"5721",5.8594,152,24,697.3327,0,0,0,292.2622,24.9042,61.4516,3.8261,17.572,0,5.9519,5.5482,"3.0669","2.1234","0.517","0.1506","0.0014","6320.2","799.1","117.2","26","0.2","47","0","0","0","0","0","20","3","1","0","2.2434","0.5033","0.1929","0.0503","0.0185","2261.5","244.9","75.3","17","6","2.2052","0.4558","0.1567","0.0279","0.0054","4324.4","238.9","75.1","16.3","3.3","1.9801","1.5641","1.0547","0.5675","0.2935","0.1564","0.0884","0.0417","0.0406","0.0158","0.0566","5577.4","927.2","399.3","171.3","81.3","41.2","24.8","11.1","10.3","4.2","14.6","0","0","0","0","0","0","151","125","44","11","0","145","118","42","24"
46044,NEC FC - TRAINING SESSION - LUZIRA,Paul Mucureezi - NEC-RW,all, training, 46044.372021991,46044.444038194,"6222",5.7196,126.589,22,680.9121,0,0,0,304.5875,25.9202,55.1555,4.3607,19.0929,0,6.2736,5.4815,"3.148","1.8528","0.5923","0.1172","0.0094","5381.2","685","134.2","20.5","1.3","83","0","0","0","0","0","18","4","0","0","2.2561","0.5401","0.1734","0.0444","0.0033","2450.6","260.4","65.7","14.4","0.8","2.0735","0.4546","0.1357","0.0315","0.007","3099.3","241.7","67.6","17.4","4.3","1.956","1.5559","0.8881","0.6041","0.3086","0.156","0.0879","0.0615","0.0378","0.0232","0.0404","4562.1","954.5","333.7","178.7","82.2","42.8","23.8","16.3","10","6.9","11.2","6222.2","0","0","0","0","0","112","123","41","18","0","149","109","46","5"
46046,MD13 - NEC FC - KITARA FC - HOME - LEAGUE- DRAW,Paul Mucureezi - NEC-RW,all, game, 46046.656761574,46046.751234954,"5398",6.575,418.091,53,810.5804,0,0,0,280.3305,27.7602,73.0826,3.9572,19.0836,0,9.826,5.9,"2.5451","2.4418","1.17","0.3874","0.0307","6982.3","844.8","265","66.2","4.2","63","0","0","0","0","0","35","15","1","2","2.5141","0.5711","0.1836","0.0904","0.0333","1697","225.4","58.1","26.6","9.1","2.3833","0.5695","0.1677","0.0496","0.0126","5814.5","234.5","67.8","22.7","6.8","1.1787","1.634","1.3502","1.0646","0.5457","0.3034","0.16","0.103","0.0801","0.0415","0.1138","6045.1","1031.4","473.7","290.1","133.1","69.1","37.5","24.8","19","10.2","28.5","8162.5","0","0","0","0","0","145","90","50","24","0","139","90","45","27"
46041,NEC FC - TRAINING SESSION - LUZIRA,Emmanuel Kulanga-NEC-AM,all, training, 46041.519899306,46041.582315972,"4616",6.7308,0.541,5,783.7015,8,0,0,345.8134,18.3521,87.4889,5.7917,31.1773,0,4.9819,4.826,"2.0112","3.3208","1.3983","0.0005","0","3957.2","1100.5","334.9","0.1","0","225","8","0","0","0","0","3","0","1","1","2.769","0.4789","0.144","0.0305","0.0072","1881.9","234.9","62.9","12.2","2.5","2.7489","0.4171","0.1085","0.0241","0.0026","2887.4","231.5","62.4","14.9","2.1","1.2217","1.1141","1.9061","1.7257","0.5082","0.1427","0.0518","0.0241","0.0098","0.0101","0.0165","3411.4","660.3","639","467.9","136.7","41.9","15.8","8","3.2","2.9","5.6","5392.8","0","0","0","0","0","173","127","46","7","0","172","138","32","14"
46042,NEC FC - TRAINING SESSION - Luzira ,Emmanuel Kulanga-NEC-AM,all, training, 46042.509493056,46042.649868056,"10887",6.2618,296.42,26,752.5403,3,0,0,383.0203,25.9442,34.5095,2.4725,11.5053,0,5.9593,5.7657,"3.0635","2.151","0.7508","0.2914","0.005","11110.5","798.6","168.3","50.2","0.7","213","3","0","0","0","0","17","6","2","1","2.4559","0.5445","0.2013","0.0527","0.0177","2884.2","273.2","80.8","18.6","5.6","2.2939","0.5044","0.1438","0.0389","0.0086","8477.3","284.7","76.9","21.6","5.4","1.8566","1.6314","1.0844","0.6976","0.5088","0.2075","0.1016","0.0537","0.0386","0.025","0.0566","10281.3","986.6","408.9","203.9","124.2","50","27.1","14.4","10.2","6.4","15.3","12128.3","0","0","0","0","0","159","136","52","14","0","160","133","51","23"
46043,NEC FC - TRAINING SESSION - LUGOGO,Emmanuel Kulanga-NEC-AM,all, training, 46043.621717593,46043.705868056,"5695",8.1486,541.859,58,1009.1712,6,0,0,414.0463,25.6482,85.8496,5.5312,29.4867,0,6.3071,6.2565,"2.5628","3.727","1.3169","0.5247","0.0171","5529.8","1353.3","294.9","90","2.4","258","6","0","0","0","0","37","15","3","3","2.9852","0.8163","0.2482","0.0912","0.0296","2150.8","315.5","85.8","28.2","9","2.8898","0.8188","0.2219","0.0401","0.0074","4219.9","343.7","94.2","19.4","3.9","1.3966","1.8489","1.9689","1.1926","0.7607","0.3983","0.207","0.1329","0.0898","0.0559","0.0969","4749.4","1050.5","712.9","338.7","187.6","92.5","50.1","30.9","21.1","12.7","24","7270.6","0","0","0","0","0","237","181","60","15","0","231","159","62","35"
46044,NEC FC - TRAINING SESSION - LUZIRA,Emmanuel Kulanga-NEC-AM,all, training, 46044.371982639,46044.439054398,"5149",2.6075,4.308,3,301.881,1,0,0,182.9573,18.9202,30.3849,2.0758,10.0932,0,4.7031,4.9495,"1.4941","0.9636","0.1455","0.0043","0","5386.2","374.3","33.7","0.8","0","32","1","0","0","0","0","3","0","0","0","1.0486","0.2159","0.0652","0.0203","0.0033","1756.4","126.6","27.9","7.9","1.3","0.9963","0.2073","0.0407","0.0077","0.0022","3704.2","137.3","28","4.4","1","0.9962","0.7584","0.4574","0.2262","0.081","0.0431","0.0208","0.0092","0.0064","0.0027","0.0061","5050","440.7","180.2","72.1","25.4","13.1","5.9","2.5","2","1","2.1","5795","0","0","0","0","0","93","61","12","6","0","88","50","21","9"
46046,New Session 1,Emmanuel Kulanga-NEC-AM,all, game training, 46046.655732639,46046.75040162,"5472",3.6654,384.695,38,459.7701,1,0,0,202.9373,26.8962,40.1911,2.2399,10.5277,0,10,4.8647,"1.3295","1.343","0.6082","0.3473","0.0374","7502.1","477.6","135.5","59","5.2","108","1","0","0","0","0","23","11","3","1","1.3722","0.3279","0.1162","0.046","0.0243","1439.5","129.9","36.5","12.4","6.4","1.2898","0.3435","0.1127","0.0265","0.0063","6353.6","145.6","43","10","2.5","0.767","0.7701","0.6933","0.5105","0.353","0.2396","0.1062","0.0597","0.0448","0.0335","0.0877","7121.8","459.9","249.2","141.9","82.6","50","23.1","13.4","10","7.6","19.9","8179.4","0","0","0","0","0","95","60","32","9","0","73","60","26","20"
46043,MD13-MAROONS FC-KCCA FC-HOME-LEAGUE-DRAW,ROGERS KIWANUKA-MAROONS-RB,all, game, 46043.584423611,46043.766913194,"15767",6.2749,437.636,35,737.8242,1,0,0,329.0518,33.2003,23.8786,1.8647,7.4821,0,6.3156,5.5445,"3.1503","1.9042","0.7828","0.3127","0.1249","14854.3","667.9","175.8","53.1","15.9","178","1","0","0","0","0","18","9","5","3","2.5814","0.4472","0.1421","0.0638","0.0205","2699.9","217.3","50.7","18.4","5.3","2.4143","0.4321","0.1363","0.0319","0.0053","12475.5","219.7","59.7","17.1","3.4","2.1516","1.2615","1.064","0.7185","0.418","0.2174","0.1262","0.0917","0.0692","0.0432","0.1137","14157.4","791","375.7","202.7","99.8","49.4","26.7","18.8","13.6","8.8","23.1","15767.1","0","0","0","0","0","95","80","45","13","0","126","65","39","21"
46043,MD13-MAROONS FC-KCCA FC-HOME-LEAGUE-DRAW,EDWARD KABONA-MAROONS-CB,all, game, 46043.584327546,46043.764710648,"15585",13.2729,759.039,74,1619.3052,0,0,0,642.0925,29.9042,51.0987,4.0821,20.024,0,6.6506,5.8257,"5.7919","4.9294","1.7926","0.6481","0.111","13303.4","1751.6","405.1","110","14.7","211","0","0","0","0","0","44","18","9","3","5.1501","1.1315","0.3508","0.1377","0.0516","4723.2","495.1","127.3","44.9","15.4","5.0242","1.0374","0.2895","0.0782","0.0218","9497.9","501.3","129.5","38.1","12.1","3.1717","3.3506","2.6773","1.8215","0.9395","0.4929","0.2967","0.162","0.1053","0.0796","0.1758","11523.2","2049.6","960.2","514.3","230.7","116","67.4","37.3","24.1","18","44","15585.1","0","0","0","0","0","316","214","90","44","0","287","199","99","60"
46043,MD13-MAROONS FC-KCCA FC-HOME-LEAGUE-DRAW,FELIX OKOT-MAROONS-DM,all, game, 46043.585158565,46043.767315972,"15738",2.3684,0,0,242.8455,0,0,0,199.9347,13.9521,9.0294,0.6149,0.7085,0,3.8482,3.5071,"2.2452","0.1216","0.0016","0","0","15688.4","49.5","0.4","0","0","61","0","0","0","0","0","0","0","0","0","1.1718","0.0951","0.0121","0.0024","0","2856.2","96.1","7.6","1.2","0","1.0143","0.062","0.0091","0.0016","0.0001","12677.2","87.7","10.5","1.7","0.1","1.9538","0.3175","0.07","0.0182","0.0066","0.002","0.0002","0.0002","0","0","0","15474.3","221.1","31.3","7.9","2.6","0.9","0.1","0.1","0","0","0","15738.3","0","0","0","0","0","40","11","4","0","0","29","16","2","0"
46043,MD13-MAROONS FC-KCCA FC-HOME-LEAGUE-DRAW,NORMAN BONIFACE ODIPIO-MAROONS-DM,all, game, 46043.585165509,46043.766545139,"15671",2.3688,0,0,248.2038,0,0,0,176.7754,12.7841,9.0693,0.6311,1.0599,0,4.7741,4.7334,"2.2482","0.1198","0.0008","0","0","15621.5","49.5","0.2","0","0","21","0","0","0","0","0","0","0","0","0","1.1786","0.1141","0.0194","0.0044","0.0009","2629","103","11.6","2.2","0.3","0.9501","0.0745","0.0217","0.0044","0.0007","12793.3","105.5","21.7","4.3","0.3","1.8138","0.4563","0.0617","0.0188","0.0076","0.0027","0.0037","0.0016","0.0004","0.0006","0.0014","15310.1","312.7","30","10.1","3.8","1.2","1.6","0.7","0.2","0.2","0.6","15671.2","0","0","0","0","0","34","24","10","3","0","38","27","6","1"
