team            , session_title, player_name                   , position             , distance_km, sprint_distance_m, duration_min, distance_in_speed_zone_1_km, distance_in_speed_zone_2_km, distance_in_speed_zone_3_km, distance_in_speed_zone_4_km, distance_in_speed_zone_5_km, top_speed, distance_per_min, position_group
Bul FC          , MD1          , Fesali Najib                  , Defenders            ,      8.1394,           512.397,  97.55      ,                      1.0834,                      4.6092,                      1.9343,                      0.3927, 0.1197                     ,   30.4962,      83.4382368 , Defenders
Bul FC          , MD1          , Hillary Onek                  , Wide Defenders       ,     10.2942,           965.504,  97.55      ,                      0.9337,                      4.8687,                      3.5262,                      0.9038, 0.0616                     ,   27.9122,     105.5274218 , Wide Defenders
Bul FC          , MD1          , Isaac Wagoina                 , Attacking Midfielders,      8.1732,           583.342,  80.53333333,                      0.7191,                      4.134 ,                      2.7368,                      0.5559, 0.0274                     ,   27.5682,     101.4884106 , Attacking Midfielders
Bul FC          , MD1          , Martin Aprem                  , Wide Midfielders     ,      3.2225,           375.187,  97.55      ,                      0.4711,                      1.4366,                      0.9397,                      0.3298, 0.0454                     ,   27.1522,      33.03434136, Wide Midfielders
Bul FC          , MD1          , Nicholas Mwere                , Wide Defenders       ,      8.2025,           680.359,  97.55      ,                      1.0097,                      4.457 ,                      2.0555,                      0.6022, 0.0782                     ,   30.4322,      84.08508457, Wide Defenders
Bul FC          , MD1          , RAMZ KAWOOYA                  , Central Midfielders  ,      9.6361,           522.552,  97.55      ,                      0.8077,                      5.543 ,                      2.7629,                      0.4627, 0.0599                     ,   27.9842,      98.78113788, Central Midfielders
Bul FC          , MD1          , Reagan Kalyowa                , Wide Midfielders     ,      6.6276,           745.648,  64.86666667,                      0.6113,                      2.9876,                      2.283 ,                      0.66  , 0.0856                     ,   29.3442,     102.1726619 , Wide Midfielders
Bul FC          , MD1          , Walter Ochora                 , Defenders            ,      8.2966,           490.877,  97.55      ,                      1.1102,                      4.3246,                      2.3709,                      0.4427, 0.0482                     ,   27.0482,      85.04971809, Defenders
Bul FC          , MD10         , Dickson Mataama               , Forward              ,      8.5704,          1157.868,  98.98333333,                      0.6828,                      4.0444,                      2.6854,                      0.981 , 0.1769                     ,   29.5122,      86.58427345, Forward
Bul FC          , MD10         , Fesali Najib                  , Defenders            ,      8.5218,           684.947,  98.98333333,                      1.1874,                      4.6484,                      2.001 ,                      0.5472, 0.1378                     ,   31.2323,      86.0932817 , Defenders
Bul FC          , MD10         , Ibrahim Mugulusi              , Attacking Midfielders,      7.0683,           418.494,  98.98333333,                      0.6327,                      3.6528,                      2.3643,                      0.4157, 0.0028                     ,   24.7202,      71.40899141, Attacking Midfielders
Bul FC          , MD10         , Martin Aprem                  , Wide Midfielders     ,      9.9621,          1048.478,  98.98333333,                      0.9951,                      5.1363,                      2.7823,                      0.785 , 0.2636                     ,   32.6083,     100.6442162 , Wide Midfielders
Bul FC          , MD10         , NGALO   FREDRICK              , Wide Defenders       ,      9.9117,          1523.624,  98.98333333,                      1.0468,                      4.4311,                      2.9101,                      1.2334, 0.2903                     ,   32.3363,     100.1350396 , Wide Defenders
Bul FC          , MD10         , NGOBI PASCAL                  , Central Midfielders  ,      9.6529,           843.298,  98.98333333,                      0.9874,                      4.6729,                      3.1492,                      0.7507, 0.0927                     ,   29.0962,      97.52045799, Central Midfielders
Bul FC          , MD10         , Nicholas Mwere                , Wide Defenders       ,      8.5244,           845.392,  98.98333333,                      1.0266,                      4.5344,                      2.1181,                      0.668 , 0.1774                     ,   35.1843,      86.11954875, Wide Defenders
Bul FC          , MD10         , Walter Ochora                 , Defenders            ,      8.2994,           701.734,  98.98333333,                      1.2336,                      4.6242,                      1.74  ,                      0.6216, 0.0801                     ,   29.6802,      83.84643879, Defenders
Bul FC          , MD10         , Yafeesi Mubiru                , Forward              ,      9.2533,           925.341,  98.98333333,                      1.0477,                      4.4635,                      2.8169,                      0.7806, 0.1448                     ,   29.8562,      93.48341472, Forward
Bul FC          , MD11         , Benon Tahomera                , Defenders            ,      5.2129,           318.003,  68.45      ,                      0.5451,                      2.9175,                      1.4323,                      0.2744, 0.0436                     ,   28.8482,      76.15631848, Defenders
Bul FC          , MD11         , Dickson Mataama               , Forward              ,      5.2338,           437.561, 106.65      ,                      0.7267,                      3.0012,                      1.0683,                      0.3591, 0.0785                     ,   31.3603,      49.0745429 , Forward
Bul FC          , MD11         , Fesali Najib                  , Defenders            ,      8.7833,           432.064, 106.65      ,                      1.197 ,                      5.0663,                      2.088 ,                      0.4205, 0.0115                     ,   26.0482,      82.35630567, Defenders
Bul FC          , MD11         , George Kasonko                , Central Midfielders  ,     10.6658,           452.861, 106.65      ,                      0.9817,                      6.0079,                      3.2233,                      0.4273, 0.0255                     ,   28.2322,     100.0075012 , Central Midfielders
Bul FC          , MD11         , Ibrahim Mugulusi              , Attacking Midfielders,     10.483 ,           544.347, 106.65      ,                      0.975 ,                      6.0557,                      2.9079,                      0.5379, 0.0064                     ,   25.8242,      98.29348336, Attacking Midfielders
Bul FC          , MD11         , JEROMY KIRYA                  , Attacking Midfielders,      8.2255,           613.529, 106.65      ,                      0.6452,                      3.8332,                      3.1335,                      0.6023, 0.0112                     ,   28.1042,      77.12611346, Attacking Midfielders
Bul FC          , MD11         , Lawrence Tezikya              , Attacking Midfielders,      4.4927,           268.315, 106.65      ,                      0.9662,                      2.3861,                      0.872 ,                      0.2597, 0.0086                     ,   25.5442,      42.12564463, Attacking Midfielders
Bul FC          , MD11         , Martin Aprem                  , Wide Midfielders     ,      9.4407,           877.861, 106.65      ,                      0.8939,                      5.2432,                      2.4256,                      0.6586, 0.2192                     ,   33.9043,      88.52039381, Wide Midfielders
Bul FC          , MD11         , NGALO   FREDRICK              , Wide Defenders       ,     10.704 ,          1050.384, 106.65      ,                      1.11  ,                      4.9926,                      3.551 ,                      0.9226, 0.1277                     ,   30.1842,     100.3656821 , Wide Defenders
Bul FC          , MD11         , Nicholas Mwere                , Wide Defenders       ,      7.9349,           582.252, 106.65      ,                      0.9861,                      4.5078,                      1.8587,                      0.4547, 0.1276                     ,   31.8403,      74.40131271, Wide Defenders
Bul FC          , MD11         , Reagan Kalyowa                , Wide Midfielders     ,     10.7445,          1159.587, 106.65      ,                      0.9286,                      5.2802,                      3.376 ,                      0.8883, 0.2713                     ,   31.7603,     100.745429  , Wide Midfielders
Bul FC          , MD11         , Yafeesi Mubiru                , Forward              ,      5.4865,           587.49 , 106.65      ,                      0.7879,                      2.9566,                      1.1545,                      0.4588, 0.1287                     ,   36.4163,      51.44397562, Forward
Bul FC          , MD12         , Dickson Mataama               , Forward              ,     12.1969,          1780.89 , 107.9833333 ,                      0.9534,                      5.6942,                      3.7685,                      1.4529, 0.328                      ,   31.5523,     112.9516901 , Forward
Bul FC          , MD12         , Fesali Najib                  , Defenders            ,      8.5987,           490.436, 107.9833333 ,                      1.2937,                      5.0755,                      1.7391,                      0.3857, 0.1048                     ,   31.9123,      79.62988115, Defenders
Bul FC          , MD12         , George Kasonko                , Central Midfielders  ,      2.2348,            60.747, 107.9833333 ,                      0.5453,                      1.1685,                      0.4603,                      0.0607, 0                          ,   22.3282,      20.69578639, Central Midfielders
Bul FC          , MD12         , Hillary Onek                  , Wide Defenders       ,     10.3286,           854.768, 107.9833333 ,                      1.146 ,                      5.3788,                      2.949 ,                      0.7682, 0.0865                     ,   31.3043,      95.64994598, Wide Defenders
Bul FC          , MD12         , Ibrahim Orit                  , Wide Midfielders     ,      5.57  ,           692.563, 107.9833333 ,                      0.8079,                      2.3787,                      1.691 ,                      0.574 , 0.1186                     ,   31.7283,      51.58203426, Wide Midfielders
Bul FC          , MD12         , JEROMY KIRYA                  , Attacking Midfielders,      9.0717,           834.314,  84.51666667,                      0.7379,                      4.1451,                      3.3543,                      0.7958, 0.0385                     ,   29.8082,     107.3362256 , Attacking Midfielders
Bul FC          , MD12         , Martin Aprem                  , Wide Midfielders     ,     11.3243,          1199.492, 107.9833333 ,                      0.9268,                      5.6334,                      3.5645,                      0.9256, 0.2739                     ,   31.8563,     104.8708134 , Wide Midfielders
Bul FC          , MD12         , NGOBI PASCAL                  , Central Midfielders  ,     10.5531,           727.475, 107.9833333 ,                      1.0544,                      5.3798,                      3.3916,                      0.6513, 0.0762                     ,   29.1602,      97.72897052, Central Midfielders
Bul FC          , MD12         , Nicholas Mwere                , Wide Defenders       ,      9.8235,           818.694, 107.9833333 ,                      1.1931,                      5.3341,                      2.4777,                      0.6801, 0.1387                     ,   34.1283,      90.97237228, Wide Defenders
Bul FC          , MD12         , RAMZ KAWOOYA                  , Central Midfielders  ,      9.5407,           469.638,  94.75      ,                      0.8069,                      5.0541,                      3.21  ,                      0.461 , 0.0087                     ,   25.9762,     100.6934037 , Central Midfielders
Bul FC          , MD12         , Reagan Kalyowa                , Wide Midfielders     ,      6.9077,           738.393,  69.8       ,                      0.6461,                      3.2502,                      2.2731,                      0.6863, 0.0521                     ,   28.6322,      98.96418338, Wide Midfielders
Bul FC          , MD12         , Walter Ochora                 , Defenders            ,      8.839 ,           498.773, 107.9833333 ,                      1.3644,                      5.2428,                      1.733 ,                      0.4402, 0.0586                     ,   28.0642,      81.85522457, Defenders
Bul FC          , MD13         , Dickson Mataama               , Forward              ,      6.5362,           582.793, 101.5333333 ,                      0.7585,                      3.7417,                      1.4533,                      0.4659, 0.1169                     ,   32.4963,      64.37491793, Forward
Bul FC          , MD13         , Fesali Najib                  , Defenders            ,      8.9946,           506.482, 101.5333333 ,                      1.2568,                      5.2641,                      1.9672,                      0.4671, 0.0394                     ,   26.9282,      88.58765594, Defenders
Bul FC          , MD13         , Hillary Onek                  , Wide Defenders       ,      8.5185,           793.331, 101.5333333 ,                      1.0482,                      4.257 ,                      2.4199,                      0.719 , 0.0743                     ,   27.4322,      83.89855548, Wide Defenders
Bul FC          , MD13         , JEROMY KIRYA                  , Attacking Midfielders,     10.7699,           715.637, 101.5333333 ,                      0.8763,                      5.2959,                      3.8821,                      0.6627, 0.0529                     ,   27.8722,     106.0725542 , Attacking Midfielders
Bul FC          , MD13         , Lawrence Tezikya              , Attacking Midfielders,      4.9617,           581.645, 101.5333333 ,                      0.6294,                      2.5991,                      1.1516,                      0.5041, 0.0775                     ,   27.9362,      48.86769534, Attacking Midfielders
Bul FC          , MD13         , Martin Aprem                  , Wide Midfielders     ,      7.0148,           550.011, 101.5333333 ,                      0.6798,                      3.9128,                      1.8722,                      0.4372, 0.1128                     ,   33.0083,      69.08864084, Wide Midfielders
Bul FC          , MD13         , NGOBI PASCAL                  , Central Midfielders  ,      9.5515,           616.614, 101.5333333 ,                      1.0037,                      5.3609,                      2.5702,                      0.5419, 0.0747                     ,   29.5842,      94.07255417, Central Midfielders
Bul FC          , MD13         , Nicholas Mwere                , Wide Defenders       ,      9.1524,           627.547, 101.5333333 ,                      1.1544,                      5.095 ,                      2.2754,                      0.589 , 0.0385                     ,   26.3122,      90.14182534, Wide Defenders
Bul FC          , MD13         , RAMZ KAWOOYA                  , Central Midfielders  ,      5.0365,           206.028, 101.5333333 ,                      0.5072,                      2.8464,                      1.4769,                      0.1877, 0.0184                     ,   27.5682,      49.60439921, Central Midfielders
Bul FC          , MD13         , Reagan Kalyowa                , Wide Midfielders     ,      5.6296,           700.573, 101.5333333 ,                      0.5595,                      2.5309,                      1.8387,                      0.5925, 0.1081                     ,   29.6962,      55.4458306 , Wide Midfielders
Bul FC          , MD13         , Walter Ochora                 , Defenders            ,      8.5679,           428.256, 101.5333333 ,                      1.3123,                      5.0149,                      1.8124,                      0.3169, 0.1114                     ,   30.6802,      84.38509521, Defenders
Bul FC          , MD14         , ANWARU MUSTAFA  NTEGE         , Forward              ,      6.4243,           667.829,  65.15      ,                      0.6696,                      3.2505,                      1.8365,                      0.5621, 0.1058                     ,   31.7923,      98.60782809, Forward
Bul FC          , MD14         , Fesali Najib                  , Defenders            ,      8.5637,           587.041, 100.1166667 ,                      1.2892,                      4.8658,                      1.8218,                      0.4554, 0.1316                     ,   29.3282,      85.53720659, Defenders
Bul FC          , MD14         , Hillary Onek                  , Wide Defenders       ,      9.98  ,           876.642, 100.1166667 ,                      1.2593,                      4.826 ,                      3.018 ,                      0.7532, 0.1235                     ,   28.7202,      99.68370235, Wide Defenders
Bul FC          , MD14         , Ibrahim Orit                  , Wide Midfielders     ,     10.1991,          1361.751, 100.1166667 ,                      0.8941,                      4.6786,                      3.2647,                      1.2153, 0.1464                     ,   31.1203,     101.8721492 , Wide Midfielders
Bul FC          , MD14         , Isaac Wagoina                 , Attacking Midfielders,     11.3662,          1118.174, 100.1       ,                      0.896 ,                      5.1498,                      4.2024,                      0.9964, 0.1217                     ,   30.8722,     113.5484515 , Attacking Midfielders
Bul FC          , MD14         , JEROMY KIRYA                  , Attacking Midfielders,     11.1171,          1191.794, 100.1166667 ,                      0.8856,                      5.002 ,                      4.0377,                      1.1539, 0.0378                     ,   27.9842,     111.0414516 , Attacking Midfielders
Bul FC          , MD14         , Lawrence Tezikya              , Attacking Midfielders,      4.0309,           538.979, 100.1166667 ,                      0.7325,                      2.0012,                      0.7582,                      0.4621, 0.0769                     ,   30.6562,      40.26202763, Attacking Midfielders
Bul FC          , MD14         , Martin Aprem                  , Wide Midfielders     ,      9.0027,           926.957,  81.15      ,                      0.7643,                      4.2886,                      3.0229,                      0.7956, 0.1314                     ,   32.9603,     110.9390018 , Wide Midfielders
Bul FC          , MD14         , NGOBI PASCAL                  , Central Midfielders  ,      9.6095,           714.542, 100.1166667 ,                      1.0186,                      5.1198,                      2.7566,                      0.6887, 0.0258                     ,   27.5202,      95.98301981, Central Midfielders
Bul FC          , MD14         , Nicholas Mwere                , Wide Defenders       ,      9.4792,           820.637, 100.1166667 ,                      1.126 ,                      4.8575,                      2.6751,                      0.6774, 0.1432                     ,   30.6082,      94.68153821, Wide Defenders
Bul FC          , MD14         , Walter Ochora                 , Defenders            ,      8.7863,           626.269, 100.1       ,                      1.3121,                      4.8859,                      1.962 ,                      0.5142, 0.1121                     ,   30.3122,      87.77522478, Defenders
Bul FC          , MD15         , Dickson Mataama               , Forward              ,      6.7424,           875.924,  99.91666667,                      0.731 ,                      3.2279,                      1.9075,                      0.7438, 0.1321                     ,   29.6322,      67.48023353, Forward
Bul FC          , MD15         , Fesali Najib                  , Defenders            ,      8.5289,           673.789,  99.91666667,                      1.1624,                      4.8158,                      1.877 ,                      0.5408, 0.133                      ,   32.8803,      85.36013344, Defenders
Bul FC          , MD15         , George Kasonko                , Central Midfielders  ,      4.1114,           330.385,  99.91666667,                      0.5122,                      1.8155,                      1.4533,                      0.285 , 0.0454                     ,   30.2242,      41.14829024, Central Midfielders
Bul FC          , MD15         , Hillary Onek                  , Wide Defenders       ,      9.78  ,          1077.195,  99.91666667,                      1.1433,                      4.6985,                      2.861 ,                      0.9691, 0.1081                     ,   27.7922,      97.88156797, Wide Defenders
Bul FC          , MD15         , Ibrahim Orit                  , Wide Midfielders     ,      8.7446,          1149.175,  99.91666667,                      0.7885,                      4.0083,                      2.7985,                      1.0539, 0.0953                     ,   29.5682,      87.51893244, Wide Midfielders
Bul FC          , MD15         , ISAAC MUSIIMA                 , Attacking Midfielders,      2.4881,           203.817,  99.91666667,                      0.4374,                      1.1609,                      0.6859,                      0.1776, 0.0262                     ,   32.0323,      24.90175146, Attacking Midfielders
Bul FC          , MD15         , Isaac Wagoina                 , Attacking Midfielders,     10.2232,           979.509,  99.91666667,                      0.8772,                      4.4924,                      3.8741,                      0.9375, 0.042                      ,   28.2962,     102.3172644 , Attacking Midfielders
Bul FC          , MD15         , JEROMY KIRYA                  , Attacking Midfielders,     10.3898,          1030.022,  99.91666667,                      0.8646,                      4.5194,                      3.9758,                      0.9773, 0.0527                     ,   28.1682,     103.9846539 , Attacking Midfielders
Bul FC          , MD15         , Lawrence Tezikya              , Attacking Midfielders,      3.2879,           288.396,  99.91666667,                      0.6463,                      1.6406,                      0.7126,                      0.2506, 0.0378                     ,   28.7202,      32.90642202, Attacking Midfielders
Bul FC          , MD15         , Martin Aprem                  , Wide Midfielders     ,      6.8603,           929.36 ,  99.91666667,                      0.62  ,                      3.1398,                      2.1711,                      0.7641, 0.1652                     ,   29.9842,      68.66021685, Wide Midfielders
Bul FC          , MD15         , NGOBI PASCAL                  , Central Midfielders  ,      6.2045,           554.788,  99.91666667,                      0.7659,                      3.0584,                      1.8253,                      0.5055, 0.0494                     ,   28.4082,      62.09674729, Central Midfielders
Bul FC          , MD15         , Nicholas Mwere                , Wide Defenders       ,      7.1509,           527.936,  99.91666667,                      0.7914,                      3.7466,                      2.0851,                      0.4784, 0.0496                     ,   28.0162,      71.56864053, Wide Defenders
Bul FC          , MD15         , Walter Ochora                 , Defenders            ,      8.9418,           712.777,  99.91666667,                      1.2269,                      4.57  ,                      2.432 ,                      0.6581, 0.0547                     ,   28.5282,      89.49257715, Defenders
Bul FC          , MD16         , Benon Tahomera                , Defenders            ,      9.6766,           669.585, 101.9       ,                      1.1637,                      5.2988,                      2.5446,                      0.5751, 0.0945                     ,   30.5602,      94.96172718, Defenders
Bul FC          , MD16         , George Kasonko                , Central Midfielders  ,     11.1671,           990.176, 101.9       ,                      1.0085,                      5.3516,                      3.8168,                      0.9201, 0.07                       ,   28.1602,     109.5888126 , Central Midfielders
Bul FC          , MD16         , Hillary Onek                  , Wide Defenders       ,     10.478 ,          1049.742, 101.9       ,                      1.1752,                      5.2618,                      2.9912,                      0.9115, 0.1383                     ,   29.7922,     102.8263003 , Wide Defenders
Bul FC          , MD16         , KARIM NDUGWA                  , Forward              ,      7.31  ,           651.189, 101.9       ,                      0.9178,                      3.7754,                      1.9657,                      0.5787, 0.0725                     ,   28.6082,      71.73699706, Forward
Bul FC          , MD16         , Martin Aprem                  , Wide Midfielders     ,     11.2117,          1666.617, 101.9       ,                      0.9185,                      5.0857,                      3.5409,                      1.3956, 0.271                      ,   34.0803,     110.0264966 , Wide Midfielders
Bul FC          , MD16         , NGOBI PASCAL                  , Central Midfielders  ,     10.8864,           921.486, 101.9       ,                      1.0271,                      5.2218,                      3.7159,                      0.8138, 0.1077                     ,   28.2722,     106.8341511 , Central Midfielders
Bul FC          , MD16         , Nicholas Mwere                , Wide Defenders       ,      9.791 ,           733.875, 101.9       ,                      1.0766,                      5.3161,                      2.6644,                      0.6874, 0.0465                     ,   28.9122,      96.08439647, Wide Defenders
Bul FC          , MD16         , RICHARD OKELLO                , Attacking Midfielders,     12.6657,          1581.636, 101.9       ,                      0.7184,                      5.4567,                      4.9089,                      1.2737, 0.3078                     ,   31.3363,     124.2953876 , Attacking Midfielders
Bul FC          , MD16         , SWABIR MPASA                  , Attacking Midfielders,      9.2017,          1001.817, 101.9       ,                      0.7111,                      4.5702,                      2.9185,                      0.8434, 0.1584                     ,   30.4242,      90.30127576, Attacking Midfielders
Bul FC          , MD16         , Walter Ochora                 , Defenders            ,      9.2028,           507.619, 101.9       ,                      1.257 ,                      5.1448,                      2.2934,                      0.4553, 0.0524                     ,   28.8242,      90.31207066, Defenders
Bul FC          , MD17         , Benon Tahomera                , Defenders            ,      8.8371,           460.794,  98.55      ,                      0.8357,                      4.6703,                      2.8704,                      0.4269, 0.0339                     ,   28.7202,      89.67123288, Defenders
Bul FC          , MD17         , George Kasonko                , Central Midfielders  ,     11.3156,           600.187,  98.55      ,                      0.7984,                      5.7669,                      4.1501,                      0.561 , 0.0392                     ,   29.0962,     114.8209031 , Central Midfielders
Bul FC          , MD17         , Hillary Onek                  , Wide Defenders       ,     10.4722,          1068.098,  98.55      ,                      1.059 ,                      5.2573,                      3.0878,                      0.8163, 0.2518                     ,   30.4402,     106.2628108 , Wide Defenders
Bul FC          , MD17         , ISAAC MUSIIMA                 , Attacking Midfielders,      4.2588,           358.799,  98.55      ,                      0.5526,                      1.9175,                      1.4298,                      0.3014, 0.0574                     ,   29.1202,      43.21461187, Attacking Midfielders
Bul FC          , MD17         , KARIM NDUGWA                  , Forward              ,      6.5726,           530.038,  98.55      ,                      1.0592,                      3.618 ,                      1.3655,                      0.4398, 0.0903                     ,   28.8562,      66.69304921, Forward
Bul FC          , MD17         , Martin Aprem                  , Wide Midfielders     ,      7.3198,           703.138,  98.55      ,                      0.5329,                      3.8546,                      2.229 ,                      0.5352, 0.168                      ,   32.2003,      74.27498732, Wide Midfielders
Bul FC          , MD17         , NGOBI PASCAL                  , Central Midfielders  ,      7.7906,           468.658,  74.73333333,                      0.7022,                      4.3261,                      2.2936,                      0.4473, 0.0213                     ,   27.5842,     104.2453167 , Central Midfielders
Bul FC          , MD17         , Nicholas Mwere                , Wide Defenders       ,      9.569 ,           912.726,  98.55      ,                      1.1584,                      5.0075,                      2.4902,                      0.7581, 0.1546                     ,   31.5283,      97.09791984, Wide Defenders
Bul FC          , MD17         , RICHARD OKELLO                , Attacking Midfielders,     12.0776,          1415.394,  98.55      ,                      0.6952,                      6.0165,                      3.9505,                      1.2492, 0.1662                     ,   32.0643,     122.5530188 , Attacking Midfielders
Bul FC          , MD17         , SWABIR MPASA                  , Attacking Midfielders,      7.7619,           747.536,  64.58333333,                      0.4446,                      4.1499,                      2.4199,                      0.6655, 0.0819                     ,   27.6882,     120.1842581 , Attacking Midfielders
Bul FC          , MD17         , Walter Ochora                 , Defenders            ,      9.3445,           592.07 ,  98.55      ,                      1.1664,                      5.245 ,                      2.3411,                      0.5311, 0.061                      ,   30.0162,      94.81988838, Defenders
Bul FC          , MD18         , BAKALI MAGUMDA                , Defenders            ,      9.8436,           743.361, 107.7       ,                      1.2358,                      5.2811,                      2.5834,                      0.6684, 0.0749                     ,   29.1682,      91.39832869, Defenders
Bul FC          , MD18         , George Kasonko                , Central Midfielders  ,      3.6278,           277.119, 107.7       ,                      0.7073,                      1.6421,                      1.0012,                      0.2596, 0.0175                     ,   26.6002,      33.68430826, Central Midfielders
Bul FC          , MD18         , Hillary Onek                  , Wide Defenders       ,     10.2647,          1098.619, 107.7       ,                      1.2485,                      5.1673,                      2.7503,                      0.9845, 0.1142                     ,   28.9282,      95.3082637 , Wide Defenders
Bul FC          , MD18         , ISAAC MUSIIMA                 , Attacking Midfielders,      6.4125,           861.16 , 107.7       ,                      0.556 ,                      2.4918,                      2.5035,                      0.8011, 0.06                       ,   29.1042,      59.54038997, Attacking Midfielders
Bul FC          , MD18         , JEROMY KIRYA                  , Attacking Midfielders,      8.6454,           725.752, 107.7       ,                      0.6767,                      3.9752,                      3.2677,                      0.6606, 0.0652                     ,   29.2002,      80.2729805 , Attacking Midfielders
Bul FC          , MD18         , KARIM NDUGWA                  , Forward              ,      7.7227,           590.493, 107.7       ,                      1.3351,                      4.1564,                      1.6406,                      0.5149, 0.0755                     ,   29.8242,      71.70566388, Forward
Bul FC          , MD18         , LWENDA SOWEDI                 , Central Midfielders  ,      6.0777,           365.037, 107.7       ,                      0.5776,                      3.3654,                      1.7696,                      0.3459, 0.0191                     ,   26.8162,      56.43175487, Central Midfielders
Bul FC          , MD18         , Martin Aprem                  , Wide Midfielders     ,     10.4235,          1070.911, 107.7       ,                      0.9582,                      5.5631,                      2.8313,                      0.8124, 0.2585                     ,   33.3763,      96.78272981, Wide Midfielders
Bul FC          , MD18         , NGOBI PASCAL                  , Central Midfielders  ,     10.5187,           754.824, 107.7       ,                      1.0834,                      5.204 ,                      3.4765,                      0.6871, 0.0678                     ,   28.6802,      97.66666667, Central Midfielders
Bul FC          , MD18         , Nicholas Mwere                , Wide Defenders       ,      9.8395,           985.786, 107.7       ,                      1.1527,                      5.2642,                      2.4369,                      0.8157, 0.1701                     ,   30.3682,      91.36025998, Wide Defenders
Bul FC          , MD18         , SEKAJUGO VIANE                , Wide Midfielders     ,      6.0724,           864.607, 107.7       ,                      0.5781,                      2.7861,                      1.8435,                      0.7215, 0.1431                     ,   30.9762,      56.3825441 , Wide Midfielders
Bul FC          , MD18         , SWABIR MPASA                  , Attacking Midfielders,      6.3965,           683.923, 107.7       ,                      0.4828,                      3.5138,                      1.716 ,                      0.5464, 0.1375                     ,   32.8323,      59.39182916, Attacking Midfielders
Bul FC          , MD18         , Walter Ochora                 , Defenders            ,      9.745 ,           587.688, 107.7       ,                      1.1339,                      5.5692,                      2.4541,                      0.5127, 0.075                      ,   30.4162,      90.48282266, Defenders
Bul FC          , MD19         , BAKALI MAGUMDA                , Defenders            ,      8.9206,           431.48 , 100.5833333 ,                      1.2278,                      4.6471,                      2.6143,                      0.3895, 0.042                      ,   27.6162,      88.68864954, Defenders
Bul FC          , MD19         , Hillary Onek                  , Wide Defenders       ,      9.6085,           879.093, 100.5833333 ,                      1.1044,                      4.6301,                      2.9949,                      0.7537, 0.1253                     ,   29.2322,      95.52775476, Wide Defenders
Bul FC          , MD19         , JEROMY KIRYA                  , Attacking Midfielders,      6.7929,           498.995,  63.68333333,                      0.5913,                      3.031 ,                      2.6715,                      0.4838, 0.0153                     ,   28.2962,     106.6668411 , Attacking Midfielders
Bul FC          , MD19         , KARIM NDUGWA                  , Forward              ,      7.7597,           712.573, 100.5833333 ,                      1.2098,                      4.2582,                      1.5792,                      0.6191, 0.0935                     ,   30.2962,      77.14697597, Forward
Bul FC          , MD19         , Martin Aprem                  , Wide Midfielders     ,      9.4173,          1026.948, 100.5666667 ,                      0.8398,                      4.8216,                      2.729 ,                      0.8875, 0.1394                     ,   31.7203,      93.64235996, Wide Midfielders
Bul FC          , MD19         , NGOBI PASCAL                  , Central Midfielders  ,      3.9584,           298.898, 100.5666667 ,                      0.4091,                      2.0638,                      1.1867,                      0.2989, 0                          ,   23.2802,      39.36095459, Central Midfielders
Bul FC          , MD19         , Nicholas Mwere                , Wide Defenders       ,      8.6638,           595.837, 100.5833333 ,                      1.1382,                      4.6086,                      2.3213,                      0.477 , 0.1188                     ,   32.0963,      86.13554267, Wide Defenders
Bul FC          , MD19         , RICHARD OKELLO                , Attacking Midfielders,     10.4745,          1024.745, 100.5833333 ,                      0.79  ,                      5.1279,                      3.5319,                      0.9067, 0.118                      ,   28.9922,     104.1375311 , Attacking Midfielders
Bul FC          , MD19         , SWABIR MPASA                  , Attacking Midfielders,      8.5691,           810.677, 100.5833333 ,                      0.7633,                      4.3415,                      2.6537,                      0.6971, 0.1136                     ,   30.7762,      85.1940348 , Attacking Midfielders
Bul FC          , MD19         , Walter Ochora                 , Defenders            ,      8.3035,           335.692, 100.5666667 ,                      1.2363,                      4.568 ,                      2.1634,                      0.3191, 0.0166                     ,   26.0482,      82.56711966, Defenders
Bul FC          , MD2          , Dickson Mataama               , Forward              ,      6.8041,           972.004,  61         ,                      0.5096,                      3.5355,                      1.7869,                      0.7735, 0.1985                     ,   31.1843,     111.542623  , Forward
Bul FC          , MD2          , Fesali Najib                  , Defenders            ,      8.5732,           781.987,  99.05      ,                      1.1056,                      4.9529,                      1.7327,                      0.6098, 0.1722                     ,   32.2403,      86.55426552, Defenders
Bul FC          , MD2          , Hillary Onek                  , Wide Defenders       ,      6.8433,           572.227,  99.05      ,                      0.8509,                      3.4898,                      1.9302,                      0.5115, 0.0607                     ,   27.8962,      69.08934881, Wide Defenders
Bul FC          , MD2          , JEROMY KIRYA                  , Attacking Midfielders,     10.4419,           886.592,  99.06666667,                      0.8385,                      5.0297,                      3.6871,                      0.7983, 0.0883                     ,   28.9602,     105.4027591 , Attacking Midfielders
Bul FC          , MD2          , NGOBI PASCAL                  , Central Midfielders  ,      9.747 ,           973.321,  99.06666667,                      0.9639,                      4.7555,                      3.0542,                      0.9238, 0.0495                     ,   26.9762,      98.38829071, Central Midfielders
Bul FC          , MD2          , Nicholas Mwere                , Wide Defenders       ,      9.4239,          1005.443,  99.06666667,                      0.9897,                      4.8622,                      2.5666,                      0.8348, 0.1707                     ,   30.5122,      95.12685061, Wide Defenders
