p_name,club_for,club_against,player_club_,match_day,general_position,player_position,result,location,duration,distance_km,sprint_distance_m,power_plays,energy_kcal,impacts,player_load,power_score_wkg,work_ratio,top_speed_kmh,max_acceleration_mss,max_deceleration_mss,distance_per_min_mmin,accelerations_zone_count:_1__2_mss,accelerations_zone_count:_2__3_mss,accelerations_zone_count:_3__4_mss,accelerations_zone_count:_>_4_mss,deceleration_zone_count:_1__2_mss,deceleration_zone_count:_2__3_mss,deceleration_zone_count:_3__4_mss,deceleration_zone_count:_>_4_mss,distance_in_acceleration_zones:_0__1_mss_km,distance_in_acceleration_zones:_1__2_mss_km,distance_in_acceleration_zones:_2__3_mss_km,distance_in_acceleration_zones:_3__4_mss_km,distance_in_acceleration_zones:_>_4_mss_km,distance_in_deceleration_zones:_0__1_mss_km,distance_in_deceleration_zones:_1__2_mss_km,distance_in_deceleration_zones:_2__3_mss_km,distance_in_deceleration_zones:_3__4_mss_km,distance_in_deceleration_zones:_>_4_mss_km,distance_in_power_zone:_0__5_wkg_km,distance_in_power_zone:_10__15_wkg_km,distance_in_power_zone:_15__20_wkg_km,distance_in_power_zone:_20__25_wkg_km,distance_in_power_zone:_25__30_wkg_km,distance_in_power_zone:_30__35_wkg_km,distance_in_power_zone:_35__40_wkg_km,distance_in_power_zone:_40__45_wkg_km,distance_in_power_zone:_45__50_wkg_km,distance_in_power_zone:_5__10_wkg_km,distance_in_power_zone:_>_50_wkg_km,distance_in_speed_zone_1_km,distance_in_speed_zone_2_km,distance_in_speed_zone_3_km,distance_in_speed_zone_4_km,distance_in_speed_zone_5_km,impact_zones:_3__5_g_impacts,impact_zones:_5__10_g_impacts,power_play_duration_zones:_2.5__5_s_power_plays,power_play_duration_zones:_5__7.5_s_power_plays,power_play_duration_zones:_7.5__10_s_power_plays,power_play_duration_zones:_>_10_s_power_plays,time_in_acceleration_zones:_0__1_mss_secs,time_in_acceleration_zones:_1__2_mss_secs,time_in_acceleration_zones:_2__3_mss_secs,time_in_acceleration_zones:_3__4_mss_secs,time_in_acceleration_zones:_>_4_mss_secs,time_in_deceleration_zones:_0__1_mss_secs,time_in_deceleration_zones:_1__2_mss_secs,time_in_deceleration_zones:_2__3_mss_secs,time_in_deceleration_zones:_3__4_mss_secs,time_in_deceleration_zones:_>_4_mss_secs,time_in_hr_load_zone_0%__60%_max_hrsecs,time_in_power_zone:_0__5_wkg_secs,time_in_power_zone:_10__15_wkg_secs,time_in_power_zone:_15__20_wkg_secs,time_in_power_zone:_20__25_wkg_secs,time_in_power_zone:_25__30_wkg_secs,time_in_power_zone:_30__35_wkg_secs,time_in_power_zone:_35__40_wkg_secs,time_in_power_zone:_40__45_wkg_secs,time_in_power_zone:_45__50_wkg_secs,time_in_power_zone:_5__10_wkg_secs,time_in_power_zone:_>_50_wkg_secs,time_in_speed_zone_1_secs,time_in_speed_zone_2_secs,time_in_speed_zone_3_secs,time_in_speed_zone_4_secs,time_in_speed_zone_5_secs
Abubaker Omer Fatumah,Wakiso Hill Wfc,Kampala Queens Fc,Wakiso Hill Wfc,Wmd1,Defenders,Dc,Draw,Away,96.96666666666667,4.875900000000001,241.843,24.0,496.465,0.0,230.25670000000002,7.5375000000000005,43.121900000000004,24.6402,4.3519,4.8889,50.284290134066694,126.0,69.0,20.0,2.0,117.0,68.0,12.0,12.0,1.9468,0.3268,0.0648,0.0112,0.0015,2.0642,0.3521,0.0843,0.0165,0.0075,0.8728,1.1591,0.7142,0.3365,0.1676,0.0868,0.0461,0.0178,0.0106,1.4507999999999999,0.0136,0.49820000000000003,2.5397,1.5962,0.2355,0.0064,92.0,0.0,14.0,7.0,3.0,0.0,4016.1,162.2,31.1,5.5,1.2,1442.4,152.6,30.599999999999998,5.6,2.4,5849.5,4191.3,401.6,197.9,83.8,39.3,21.5,10.6,4.2,2.5,893.1,3.9,3876.8999999999996,1496.0,433.6,42.3,0.9
Abubaker Omer Fatumah,Wakiso Hill Wfc,Kawempe Muslim Lfc,Wakiso Hill Wfc,Wmd2,Defenders,Dc,Loss,Home,104.41666666666667,2.7654,199.854,11.0,283.48179999999996,0.0,156.3754,3.9674,21.352,23.5842,4.5,5.1273,26.484277733439743,74.0,53.0,15.0,4.0,65.0,48.0,17.0,8.0,1.0583,0.2117,0.040600000000000004,0.0067,0.0018,1.1691,0.20920000000000002,0.0463,0.0157,0.0061,0.67,0.5145,0.3464,0.2392,0.1145,0.0508,0.0156,0.0092,0.0056,0.794,0.0055,0.4662,1.3894,0.7099,0.1999,0.0,107.0,0.0,3.0,4.0,2.0,2.0,4848.4,120.0,23.400000000000002,4.3,1.0,1162.6,101.89999999999999,22.0,6.2,2.1,6291.8,5419.5,189.39999999999998,99.4,56.6,25.7,12.8,4.0,2.4,1.4,478.9,1.8,5248.3,818.2,189.3,36.1,0.0
Adrine Birungi,Rines Ss Wfc,Amus College Wfc,Rines Ss Wfc,Wmd13,Defenders,Rb,Draw,Away,97.85,8.551,437.395,38.0,857.371,5.0,405.34929999999997,13.3341,67.083,24.5602,5.2704,5.8134,87.38886050076648,233.0,113.0,43.0,9.0,232.0,100.0,33.0,18.0,3.4195,0.5876,0.114,0.0286,0.0032,3.5692,0.6423,0.1335,0.0403,0.0125,2.2241999999999997,1.8962999999999999,0.9917,0.47600000000000003,0.2586,0.1311,0.0816,0.0402,0.0258,2.3876999999999997,0.0378,1.085,4.9292,2.0993,0.4353,0.0021,148.0,5.0,22.0,14.0,2.0,0.0,2600.1,290.7,56.2,15.5,2.0,2545.4,291.8,50.5,14.3,4.0,5870.3,3195.8,684.7,286.9,119.0,58.699999999999996,32.2,19.3,9.9,6.5,1447.1,10.4,2222.0,2997.7,572.9,77.6,0.3
Adrine Birungi,Rines Ss Wfc,Amus College Wfc,Rines Ss Wfc,Wmd3,Defenders,Rb,Draw,Home,92.98333333333333,7.5577000000000005,341.88,33.0,758.9319,7.0,363.2018,11.6068,56.117999999999995,24.6322,4.6445,7.809,81.280157734361,184.0,115.0,28.0,10.0,190.0,95.0,42.0,17.0,2.9875,0.5557000000000001,0.10669999999999999,0.019,0.0027,3.1583,0.5279,0.1367,0.0463,0.0172,2.1683,1.6762,0.8498,0.4308,0.2154,0.11150000000000002,0.0696,0.04190000000000001,0.0242,1.9498,0.020499999999999997,1.2103,4.2032,1.8024,0.33899999999999997,0.0028,107.0,7.0,19.0,10.0,3.0,1.0,2877.3999999999996,284.4,53.0,12.399999999999999,1.2999999999999998,2425.5,250.7,52.599999999999994,16.3,5.2,5978.6,3722.7,606.9,248.2,110.2,50.9,27.2,17.2,9.899999999999999,5.9,1174.1,5.6,2902.9,2524.7,490.29999999999995,60.5,0.4
Adrine Birungi,Rines Ss Wfc,Fc Tooro Queens,Rines Ss Wfc,Wmd12,Defenders,Rb,Loss,Home,103.96666666666667,8.998000000000001,388.411,28.0,912.9629,1.0,446.7598,13.3925,68.8971,24.4642,4.8324,6.7223,86.5469701827509,242.0,144.0,43.0,9.0,247.0,121.0,46.0,20.0,3.4812000000000003,0.6880999999999999,0.1328,0.0275,0.0039,3.7498,0.6932,0.1522,0.0504,0.0187,2.0752,2.3312,1.2692999999999999,0.5416,0.2711,0.1341,0.0763,0.038599999999999995,0.0223,2.2045000000000003,0.0338,1.1258,4.8024000000000004,2.6814,0.3876,0.0007,209.0,1.0,13.0,7.0,7.0,1.0,2759.3,335.79999999999995,67.9,14.0,1.7999999999999998,2659.5,319.29999999999995,57.8,17.1,5.6,6237.9,3431.6000000000004,828.4,366.5,140.10000000000002,66.9,33.400000000000006,17.8,9.9,5.9,1328.2,9.399999999999999,2621.0,2812.1000000000004,735.5,69.4,0.1
Adrine Birungi,Rines Ss Wfc,Fc Tooro Queens,Rines Ss Wfc,Wmd4,Defenders,Rb,Win,Away,97.03333333333333,7.5068,371.381,33.0,748.1563,0.0,351.64779999999996,11.7513,56.9625,26.9602,5.3132,6.0162,77.36310546204054,182.0,107.0,21.0,9.0,191.0,79.0,35.0,13.0,3.0528,0.5053,0.0921,0.0184,0.0028,3.1341,0.5139,0.1313,0.043899999999999995,0.012199999999999999,2.1915,1.5715,0.8194999999999999,0.4052,0.21589999999999998,0.1062,0.0608,0.0412,0.0238,2.0298,0.0413,1.2486,4.146800000000001,1.74,0.3416,0.0298,98.0,0.0,16.0,11.0,3.0,3.0,2680.3,263.0,44.8,9.5,1.9,2506.7,249.4,48.1,14.2,3.7,5821.6,3568.5,571.3,237.10000000000002,101.0,49.5,24.0,14.0,9.3,5.0,1231.8,10.1,2757.0,2526.8999999999996,473.9,59.7,4.1
Adrine Birungi,Rines Ss Wfc,Kampala Queens Fc,Rines Ss Wfc,Wmd16,Defenders,Rb,Loss,Away,97.56666666666666,7.5388,161.806,18.0,766.8124,2.0,475.9215,11.9825,64.3498,22.7282,4.8889,6.198,77.26819268875983,348.0,142.0,33.0,5.0,288.0,154.0,40.0,10.0,2.856,0.6369,0.12459999999999999,0.020999999999999998,0.0013,2.9669,0.7085,0.1769,0.0374,0.0094,2.1651,1.5385,0.7436,0.3423,0.1452,0.0839,0.0521,0.016300000000000002,0.0099,2.4206000000000003,0.0213,1.5057,4.4358,1.4356,0.1618,0.0,231.0,2.0,14.0,2.0,2.0,0.0,2561.3,361.29999999999995,66.1,11.600000000000001,0.7,2419.8999999999996,354.2,71.1,12.8,2.7,5861.6,3428.2,592.4,229.1,94.1,40.8,22.4,14.6,4.7,2.8,1426.6,6.0,2865.5,2573.7,392.6,29.900000000000002,0.0
Adrine Birungi,Rines Ss Wfc,Kampala Queens Fc,Rines Ss Wfc,Wmd5,Defenders,Rb,Loss,Home,91.68333333333334,7.2879000000000005,339.003,33.0,739.9329,1.0,350.8672,11.4358,55.089600000000004,27.1042,5.0267,6.796,79.48991092528631,194.0,110.0,31.0,15.0,192.0,94.0,41.0,20.0,2.8822,0.527,0.1171,0.0246,0.0048000000000000004,2.9766,0.542,0.1493,0.045899999999999996,0.0185,2.0827,1.6437,0.8347,0.3585,0.2242,0.12109999999999999,0.0635,0.0504,0.031799999999999995,1.8256000000000001,0.051699999999999996,1.197,3.9877,1.7643,0.305,0.034,117.0,1.0,16.0,16.0,1.0,0.0,2890.1000000000004,267.2,56.400000000000006,14.0,2.9,2354.5,258.4,55.6,15.7,5.4,5920.299999999999,3750.2,602.5,240.5,95.6,51.4,28.3,15.2,11.4,6.9,1105.6999999999998,12.5,2988.6,2394.5,479.9,52.5,4.7
Adrine Birungi,Rines Ss Wfc,Kawempe Muslim Lfc,Rines Ss Wfc,Wmd15,Defenders,Rb,Loss,Home,97.9,5.6584,262.65,32.0,581.9571000000001,1.0,285.90319999999997,9.0504,50.121700000000004,23.6082,5.3741,5.8593,57.79775280898877,173.0,82.0,38.0,7.0,185.0,74.0,27.0,11.0,2.1751,0.4466,0.0963,0.0201,0.0039000000000000003,2.2923999999999998,0.4843,0.0998,0.0296,0.0103,1.0168,1.4425999999999999,0.8946999999999999,0.4536,0.1867,0.08789999999999999,0.047,0.0228,0.015,1.4682,0.023,0.5367,2.9876,1.8715,0.2619,0.0007,165.0,1.0,19.0,8.0,3.0,2.0,3876.5,212.7,47.199999999999996,10.9,2.2,1459.0,213.10000000000002,39.3,10.3,3.1,5874.1,4031.7,514.9,252.3,112.5,47.900000000000006,22.9,12.299999999999999,5.6,4.0,863.6,6.6,3624.3,1698.5,503.59999999999997,47.800000000000004,0.1
Adrine Birungi,Rines Ss Wfc,Lady Doves Fc,Rines Ss Wfc,Wmd11,Defenders,Rb,Loss,Away,99.68333333333334,8.086400000000001,431.908,34.0,811.9063,2.0,384.4864,12.3986,59.846999999999994,27.0882,5.5152,8.0162,81.12088279551915,180.0,106.0,46.0,14.0,173.0,110.0,33.0,26.0,3.2281,0.5294000000000001,0.12179999999999999,0.027800000000000002,0.0044,3.4231,0.5274,0.15289999999999998,0.0482,0.0232,2.242,1.9113,0.9321,0.4756,0.2479,0.12029999999999999,0.0644,0.0508,0.0258,1.9628,0.0534,1.1459000000000001,4.489,2.0196,0.39990000000000003,0.032100000000000004,134.0,2.0,17.0,14.0,2.0,1.0,2708.9,248.2,57.1,14.7,2.9,2642.4,237.4,57.7,16.4,6.5,5992.0,3598.8999999999996,687.3,268.7,118.1,57.400000000000006,28.200000000000003,15.5,12.3,6.199999999999999,1186.1,13.5,2655.0,2711.5,550.4000000000001,70.9,4.4
Adrine Birungi,Rines Ss Wfc,Makerere University Wfc,Rines Ss Wfc,Wmd18,Defenders,Rb,Loss,Away,100.96666666666667,9.1527,298.851,37.0,925.9581000000001,4.0,465.7889,13.8954,74.7813,25.8402,5.0017,6.5423,90.65070980521622,276.0,145.0,41.0,15.0,292.0,120.0,46.0,30.0,3.5004,0.6635,0.1324,0.0311,0.0057,3.9225,0.6785,0.1511,0.0492,0.0184,2.0618,2.3441,1.1959,0.5354,0.2106,0.1114,0.055900000000000005,0.046,0.0212,2.5392,0.0315,1.1158,5.2123,2.5256999999999996,0.2895,0.0093,232.0,4.0,17.0,17.0,3.0,0.0,2638.8,334.4,68.6,17.1,3.8,2630.3,318.1,60.4,17.8,6.1,6095.200000000001,3128.4,842.0999999999999,347.29999999999995,138.89999999999998,57.0,28.6,14.9,11.2,6.0,1511.6999999999998,9.3,2325.6,3023.0,692.7,52.8,1.3
Adrine Birungi,Rines Ss Wfc,Makerere University Wfc,Rines Ss Wfc,Wmd7,Defenders,Rb,Win,Home,93.86666666666667,6.7212,242.018,20.0,670.3532,1.0,339.37980000000005,10.8741,52.3739,23.3762,4.9023,7.6186,71.60369318181817,192.0,87.0,40.0,7.0,174.0,85.0,42.0,14.0,2.6916,0.4393,0.0915,0.0196,0.0040999999999999995,2.8159,0.5008,0.11080000000000001,0.0359,0.0116,2.0981,1.4223,0.6443,0.3291,0.1521,0.06920000000000001,0.050100000000000006,0.0264,0.0139,1.8860999999999999,0.0296,1.2787,3.8563,1.3442,0.24209999999999998,0.0,117.0,1.0,10.0,6.0,2.0,2.0,2586.6000000000004,242.2,45.2,11.3,3.1,2466.8,244.3,46.2,13.0,3.9000000000000004,5662.4,3643.1,526.6,191.2,84.3,37.5,17.6,13.0,6.6000000000000005,3.4000000000000004,1131.6,7.7,2940.7,2311.9,366.70000000000005,43.3,0.0
Adrine Birungi,Rines Ss Wfc,Olila Hs Wfc,Rines Ss Wfc,Wmd14,Defenders,Rb,Loss,Away,102.21666666666667,8.4018,270.993,24.0,841.4788000000001,2.0,418.9397,12.534099999999999,63.9334,25.3042,5.6852,6.1823,82.19598891244088,226.0,132.0,41.0,14.0,225.0,106.0,38.0,21.0,3.3283,0.5703,0.1153,0.0252,0.0054,3.566,0.6041,0.13,0.0421,0.015300000000000001,2.2363,2.0777,1.0443,0.45199999999999996,0.1784,0.1024,0.048,0.0338,0.016800000000000002,2.1794000000000002,0.0326,1.2108,4.6791,2.2409,0.26739999999999997,0.0036,109.0,2.0,15.0,7.0,2.0,0.0,2789.2,290.4,58.7,15.7,2.9000000000000004,2628.6,286.5,53.9,14.7,5.300000000000001,6145.7,3566.5,744.0,304.70000000000005,119.80000000000001,45.0,27.0,12.0,8.4,4.3,1305.1,9.1,2686.5,2794.0,616.9,48.0,0.5
Adrine Birungi,Rines Ss Wfc,Olila Hs Wfc,Rines Ss Wfc,Wmd2,Defenders,Rb,Win,Home,92.15,7.5639,395.342,36.0,770.5571,1.0,377.9196,12.670200000000001,62.8403,26.1202,4.8849,7.7378,82.08247422680412,241.0,105.0,35.0,9.0,207.0,86.0,42.0,25.0,2.9068,0.5742,0.13240000000000002,0.0291,0.0029,3.1181,0.5757000000000001,0.1431,0.06,0.0216,2.1113,1.59,0.8317,0.3789,0.22260000000000002,0.11410000000000001,0.0788,0.0552,0.0315,2.0925000000000002,0.057499999999999996,1.1994,4.2898,1.6793,0.37150000000000005,0.023799999999999998,180.0,1.0,24.0,10.0,2.0,0.0,2438.5,292.0,58.3,15.2,1.8,2417.1,267.2,53.900000000000006,18.8,6.2,5568.799999999999,3259.6,586.2,243.1,98.4,51.4,26.6,19.5,13.0,7.1000000000000005,1249.9,14.2,2475.1,2568.0,457.29999999999995,65.3,3.3000000000000003
Adrine Birungi,Rines Ss Wfc,She Corporates Fc,Rines Ss Wfc,Wmd9,Defenders,Rb,Win,Home,98.85,7.3462,419.666,40.0,747.7049,3.0,364.69820000000004,11.523,53.5561,24.8642,5.7467,5.96,74.31664137582196,184.0,105.0,41.0,12.0,209.0,82.0,41.0,25.0,2.8983,0.5449,0.11929999999999999,0.027700000000000002,0.0055,2.9709000000000003,0.543,0.1578,0.05500000000000001,0.023799999999999998,2.2164,1.4772,0.7575000000000001,0.4403,0.23199999999999998,0.1214,0.0683,0.046700000000000005,0.0332,1.8982,0.054900000000000004,1.3319,3.9869000000000003,1.6077,0.41400000000000003,0.0056,152.0,3.0,27.0,8.0,3.0,2.0,2716.1,275.5,57.0,14.3,3.3,2522.8,260.20000000000005,56.1,19.1,7.0,5931.4,3781.3,546.2,218.5,108.7,54.2,29.799999999999997,16.299999999999997,11.0,7.6,1143.8000000000002,14.0,3023.6000000000004,2401.4,431.8,73.8,0.8
Adrine Birungi,Rines Ss Wfc,She Maroons Fc,Rines Ss Wfc,Wmd8,Defenders,Rb,Win,Home,96.56666666666666,5.776,263.946,16.0,573.707,0.0,290.1838,9.0722,43.5596,27.4402,5.0556,5.4815,59.81360027614774,169.0,83.0,19.0,4.0,165.0,68.0,19.0,15.0,2.3248,0.4031,0.0757,0.010700000000000001,0.0013,2.4294000000000002,0.4094,0.0854,0.0242,0.012199999999999999,1.7789000000000001,1.2415,0.6087,0.3006,0.1501,0.0806,0.0466,0.0253,0.0176,1.5072,0.0189,1.066,3.1761999999999997,1.27,0.23900000000000002,0.0249,54.0,0.0,8.0,2.0,5.0,1.0,3099.6,212.4,39.2,5.2,0.8,2196.9,195.1,33.0,8.6,3.9,5794.6,4100.9,453.0,177.89999999999998,75.8,36.6,18.5,10.8,5.800000000000001,4.2,906.7,4.5,3487.8,1913.0,347.7,42.8,3.4
Adrine Birungi,Rines Ss Wfc,Uganda Martyrs Lubaga Wfc,Rines Ss Wfc,Wmd6,Defenders,Rb,Draw,Away,97.96666666666667,7.5227,278.955,28.0,755.9053,1.0,372.51559999999995,11.732,58.1237,26.7522,5.6485,6.826,76.7883633889078,205.0,98.0,39.0,14.0,206.0,84.0,32.0,25.0,2.9827000000000004,0.5014000000000001,0.1129,0.0262,0.0054,3.1844,0.5107999999999999,0.12669999999999998,0.051100000000000007,0.0211,2.1686,1.6655,0.8102,0.3467,0.19140000000000001,0.097,0.0626,0.0407,0.0221,2.0727,0.0451,1.3023,4.2332,1.7084000000000001,0.2637,0.015300000000000001,146.0,1.0,17.0,9.0,2.0,0.0,2639.0,269.8,52.099999999999994,14.2,2.9,2576.6000000000004,257.9,47.2,16.3,6.0,5881.8,3595.1000000000004,609.0999999999999,236.8,89.1,46.0,23.799999999999997,15.5,10.2,5.3,1239.2,11.9,2852.1000000000004,2515.7,465.79999999999995,46.3,2.1
Adrine Birungi,Rines Ss Wfc,Wakiso Hill Wfc,Rines Ss Wfc,Wmd10,Defenders,Rb,Win,Away,100.45,7.7314,243.281,24.0,770.3752,0.0,376.59040000000005,11.689,57.234899999999996,24.8962,4.7864,6.0815,76.9676455948233,205.0,111.0,31.0,7.0,201.0,91.0,35.0,21.0,3.0963,0.5254,0.1018,0.0207,0.0026,3.2522,0.5523,0.13,0.038000000000000006,0.012,2.3228999999999997,1.7317999999999998,0.9087000000000001,0.40390000000000004,0.1752,0.0862,0.0625,0.0286,0.0148,1.9691,0.0277,1.3591000000000002,4.2727,1.8563,0.24259999999999998,0.0007,109.0,0.0,14.0,8.0,1.0,1.0,2728.8999999999996,266.0,50.900000000000006,10.7,1.6,2647.5,253.8,49.099999999999994,14.4,4.0,6026.700000000001,3758.9,631.5999999999999,261.5,105.2,45.2,22.0,15.1,7.300000000000001,4.1,1168.3,7.699999999999999,2928.3,2549.2,505.7,43.6,0.1
Afoyo Moureen,Uganda Martyrs Lubaga Wfc,Amus College Wfc,Uganda Martyrs Lubaga Wfc,Wmd18,Midfielders,Am,Loss,Home,98.91666666666666,7.2973,176.13600000000002,29.0,782.3072,2.0,336.82349999999997,11.3874,61.02760000000001,24.9202,5.3645,7.0178,73.77219882055603,163.0,118.0,51.0,11.0,166.0,106.0,38.0,15.0,2.8803,0.4592,0.1239,0.0284,0.0029,3.1016000000000004,0.4951,0.15710000000000002,0.035699999999999996,0.0132,1.5752000000000002,1.7259000000000002,1.0421,0.40449999999999997,0.189,0.09409999999999999,0.0501,0.0225,0.019299999999999998,2.1513999999999998,0.0231,0.8268,4.1148,2.1795,0.1747,0.0014,115.0,2.0,21.0,5.0,3.0,0.0,3215.9,224.3,62.599999999999994,16.9,1.9000000000000001,2119.4,216.4,60.599999999999994,13.2,4.0,5935.0,3483.5,610.8,295.7,108.5,49.2,25.8,13.6,6.5,5.9,1329.0,6.7,2852.8,2459.2,591.2,31.8,0.2
Afoyo Moureen,Uganda Martyrs Lubaga Wfc,Rines Ss Wfc,Uganda Martyrs Lubaga Wfc,Wmd17,Midfielders,Am,Draw,Away,99.28333333333333,2.5182,28.442,6.0,266.177,1.0,134.5435,3.8755,19.4101,19.6562,4.1334,8.5075,25.3637737115998,61.0,42.0,15.0,1.0,62.0,27.0,11.0,12.0,1.0301,0.1547,0.038,0.0078,0.0002,1.0771,0.1457,0.0363,0.0186,0.0096,0.7059000000000001,0.6264000000000001,0.35600000000000004,0.1129,0.0494,0.0223,0.0134,0.0087,0.0022,0.6146,0.0065,0.4283,1.3113000000000001,0.7502,0.0284,0.0,46.0,1.0,6.0,0.0,0.0,0.0,4717.4,84.4,18.799999999999997,4.2,0.2,1067.5,74.39999999999999,15.200000000000001,6.0,3.1,5991.0,5231.3,218.8,101.8,31.6,13.9,6.8,3.6,2.4,0.7,378.3,2.0,4994.200000000001,784.3,207.3,5.4,0.0
Afoyo Moureen,Uganda Martyrs Lubaga Wfc,She Corporates Fc,Uganda Martyrs Lubaga Wfc,Wmd15,Midfielders,Am,Win,Away,99.18333333333334,4.4024,171.259,17.0,470.76570000000004,2.0,206.3923,6.884399999999999,36.3701,23.4882,4.9912,5.3156,44.38648966560241,93.0,69.0,17.0,9.0,95.0,65.0,20.0,11.0,1.7857,0.2968,0.0678,0.0099,0.0023,1.8385,0.2721,0.0977,0.0206,0.011,0.9588,0.9826,0.6976,0.2989,0.1268,0.0604,0.0396,0.0213,0.01,1.1928,0.0137,0.5275,2.2737000000000003,1.4299,0.1713,0.0,88.0,2.0,9.0,6.0,2.0,0.0,4292.6,135.0,33.6,6.2,1.3,1319.1000000000001,121.7,36.7,6.8,3.1,5956.1,4538.9,341.8,194.2,78.1,31.2,15.6,9.6,5.5,2.4,735.0,3.8,4173.299999999999,1366.6000000000001,385.7,30.5,0.0
Afoyo Moureen,Uganda Martyrs Lubaga Wfc,Wakiso Hill Wfc,Uganda Martyrs Lubaga Wfc,Wmd16,Midfielders,Am,Win,Home,96.7,6.9767,299.264,27.0,741.4390000000001,5.0,328.9577,10.972999999999999,57.996700000000004,25.6002,5.1467,7.0312,72.14788004136504,161.0,111.0,28.0,11.0,156.0,88.0,42.0,16.0,2.8285,0.4445,0.09939999999999999,0.017300000000000003,0.0022,2.949,0.4576,0.1279,0.0421,0.0082,1.6117,1.5598999999999998,0.9314,0.45219999999999994,0.203,0.109,0.054900000000000004,0.023899999999999998,0.013600000000000001,2.0002,0.0171,0.8614999999999999,3.9471999999999996,1.8687,0.2864,0.013000000000000001,132.0,5.0,17.0,5.0,3.0,2.0,3186.1,216.2,50.099999999999994,9.4,2.2,2088.5,205.1,47.5,14.8,2.9000000000000004,5822.6,3561.8999999999996,564.2,262.4,113.9,49.5,26.799999999999997,13.7,6.2,3.5,1215.7,5.0,2924.7,2341.3,503.3,51.7,1.7999999999999998
Agnes Nabukenya,Kawempe Muslim Lfc,Amus College Wfc,Kawempe Muslim Lfc,Wmd16,Midfielders,Am,Draw,Home,93.66666666666667,9.169899999999998,494.169,46.0,1016.711,3.0,440.4744,15.2596,79.3997,26.7522,5.2408,7.7512,97.89928825622773,249.0,160.0,52.0,16.0,215.0,128.0,57.0,27.0,3.5683,0.7437,0.14479999999999998,0.032100000000000004,0.0054,3.6963,0.6798,0.2094,0.06709999999999999,0.023100000000000002,1.8873,2.2641999999999998,1.3201,0.6384000000000001,0.3548,0.2172,0.0933,0.043,0.0189,2.3055000000000003,0.0274,0.9498,4.863899999999999,2.8621,0.4647,0.0295,288.0,3.0,31.0,10.0,4.0,1.0,2487.0,327.20000000000005,74.9,20.0,3.2,2324.6000000000004,291.6,78.5,21.799999999999997,7.0,5635.700000000001,2727.4,803.2,376.6,165.5,85.6,51.2,22.299999999999997,10.7,5.1,1379.9,8.3,1931.6,2839.8,777.5999999999999,82.7,4.1
Agnes Nabukenya,Kawempe Muslim Lfc,Amus College Wfc,Kawempe Muslim Lfc,Wmd5,Midfielders,Am,Draw,Away,97.85,9.0924,458.401,40.0,988.0083999999999,11.0,418.0625,14.2214,71.8422,28.0002,9.5071,6.4704,92.921819110884,199.0,115.0,54.0,14.0,213.0,112.0,45.0,18.0,3.7165,0.625,0.12179999999999999,0.0303,0.0042,3.7363,0.6275,0.1748,0.0393,0.0169,2.2024,1.9910999999999999,1.2928000000000002,0.6318,0.2849,0.152,0.0706,0.0445,0.0315,2.3475,0.043300000000000005,1.0236,4.995,2.6155,0.4407,0.0177,308.0,11.0,23.0,11.0,6.0,0.0,2642.8,274.8,57.5,15.8,2.5,2557.1,262.7,62.8,13.6,4.9,5894.3,3090.4,708.9000000000001,365.5,154.8,68.6,36.2,18.0,10.8,8.2,1421.6999999999998,11.4,2079.9,3028.4,704.4,79.4,2.4
Agnes Nabukenya,Kawempe Muslim Lfc,Fc Tooro Queens,Kawempe Muslim Lfc,Wmd8,Midfielders,Am,Win,Home,95.8,9.2259,921.595,72.0,1040.5891000000001,5.0,440.55420000000004,15.2604,75.8341,26.2562,5.7689,6.3519,96.30375782881002,250.0,133.0,51.0,19.0,212.0,123.0,51.0,37.0,3.6189,0.7719,0.16849999999999998,0.038,0.007299999999999999,3.5014,0.7497,0.2604,0.0795,0.0306,2.0125,1.9533,1.1671,0.7597,0.4657,0.25639999999999996,0.17259999999999998,0.0969,0.0482,2.2331,0.0601,1.0958999999999999,4.6981,2.5104,0.8827,0.038900000000000004,325.0,5.0,36.0,28.0,7.0,1.0,2540.2,328.70000000000005,77.30000000000001,22.1,4.5,2356.5,315.6,89.5,24.6,9.0,5767.799999999999,2986.8999999999996,715.5,327.9,183.10000000000002,101.9,56.0,37.9,20.9,11.3,1310.3,16.3,2205.2,2735.0,667.9000000000001,154.5,5.4
Agnes Nabukenya,Kawempe Muslim Lfc,Kampala Queens Fc,Kawempe Muslim Lfc,Wmd20,Midfielders,Am,Win,Away,96.91666666666666,10.7167,820.295,72.0,1197.8003,7.0,519.2754,17.4252,90.9431,25.7522,5.3223,6.9734,110.57644024075667,259.0,163.0,50.0,21.0,229.0,141.0,70.0,30.0,4.3658,0.8500000000000001,0.1634,0.033600000000000005,0.007600000000000001,4.099,0.8066,0.2825,0.0795,0.0287,1.8309000000000002,2.5643000000000002,1.9595,1.0874000000000001,0.49029999999999996,0.24269999999999997,0.1271,0.0741,0.0304,2.2674,0.042800000000000005,0.9322999999999999,4.8964,4.0678,0.8053,0.0149,393.0,7.0,38.0,28.0,3.0,3.0,2521.7,353.0,76.9,18.700000000000003,4.300000000000001,2387.3,322.2,97.6,25.6,9.100000000000001,5816.6,2512.5,898.6,538.9,264.1,112.5,55.4,28.400000000000002,18.0,8.0,1367.5,12.5,1749.4,2836.7,1083.5,144.7,2.1
