p_name,club_for,club_against,player_club_,match_day,general_position,player_position,result,location,duration,distance_km,sprint_distance_m,power_plays,energy_kcal,impacts,player_load,power_score_wkg,work_ratio,top_speed_kmh,max_acceleration_mss,max_deceleration_mss,distance_per_min_mmin,accelerations_zone_count:_1__2_mss,accelerations_zone_count:_2__3_mss,accelerations_zone_count:_3__4_mss,accelerations_zone_count:_>_4_mss,deceleration_zone_count:_1__2_mss,deceleration_zone_count:_2__3_mss,deceleration_zone_count:_3__4_mss,deceleration_zone_count:_>_4_mss,distance_in_acceleration_zones:_0__1_mss_km,distance_in_acceleration_zones:_1__2_mss_km,distance_in_acceleration_zones:_2__3_mss_km,distance_in_acceleration_zones:_3__4_mss_km,distance_in_acceleration_zones:_>_4_mss_km,distance_in_deceleration_zones:_0__1_mss_km,distance_in_deceleration_zones:_1__2_mss_km,distance_in_deceleration_zones:_2__3_mss_km,distance_in_deceleration_zones:_3__4_mss_km,distance_in_deceleration_zones:_>_4_mss_km,distance_in_power_zone:_0__5_wkg_km,distance_in_power_zone:_10__15_wkg_km,distance_in_power_zone:_15__20_wkg_km,distance_in_power_zone:_20__25_wkg_km,distance_in_power_zone:_25__30_wkg_km,distance_in_power_zone:_30__35_wkg_km,distance_in_power_zone:_35__40_wkg_km,distance_in_power_zone:_40__45_wkg_km,distance_in_power_zone:_45__50_wkg_km,distance_in_power_zone:_5__10_wkg_km,distance_in_power_zone:_>_50_wkg_km,distance_in_speed_zone_1_km,distance_in_speed_zone_2_km,distance_in_speed_zone_3_km,distance_in_speed_zone_4_km,distance_in_speed_zone_5_km,impact_zones:_3__5_g_impacts,impact_zones:_5__10_g_impacts,power_play_duration_zones:_2.5__5_s_power_plays,power_play_duration_zones:_5__7.5_s_power_plays,power_play_duration_zones:_7.5__10_s_power_plays,power_play_duration_zones:_>_10_s_power_plays,time_in_acceleration_zones:_0__1_mss_secs,time_in_acceleration_zones:_1__2_mss_secs,time_in_acceleration_zones:_2__3_mss_secs,time_in_acceleration_zones:_3__4_mss_secs,time_in_acceleration_zones:_>_4_mss_secs,time_in_deceleration_zones:_0__1_mss_secs,time_in_deceleration_zones:_1__2_mss_secs,time_in_deceleration_zones:_2__3_mss_secs,time_in_deceleration_zones:_3__4_mss_secs,time_in_deceleration_zones:_>_4_mss_secs,time_in_hr_load_zone_0%__60%_max_hrsecs,time_in_power_zone:_0__5_wkg_secs,time_in_power_zone:_10__15_wkg_secs,time_in_power_zone:_15__20_wkg_secs,time_in_power_zone:_20__25_wkg_secs,time_in_power_zone:_25__30_wkg_secs,time_in_power_zone:_30__35_wkg_secs,time_in_power_zone:_35__40_wkg_secs,time_in_power_zone:_40__45_wkg_secs,time_in_power_zone:_45__50_wkg_secs,time_in_power_zone:_5__10_wkg_secs,time_in_power_zone:_>_50_wkg_secs,time_in_speed_zone_1_secs,time_in_speed_zone_2_secs,time_in_speed_zone_3_secs,time_in_speed_zone_4_secs,time_in_speed_zone_5_secs
Anzoo Esther,Wakiso Hill Wfc,Kawempe Muslim Lfc,Wakiso Hill Wfc,Wmd14,Forwards,Fw,Loss,Away,94.3,3.5384,153.052,12.0,330.18600000000004,2.0,199.2721,5.8162,28.9489,27.7282,4.9512,6.8845,37.52279957582185,102.0,57.0,14.0,4.0,72.0,64.0,19.0,10.0,1.4224999999999999,0.2414,0.0575,0.0093,0.0008,1.4678,0.2337,0.0738,0.0228,0.0085,0.9879,0.637,0.3362,0.1539,0.0923,0.0589,0.0299,0.02,0.0172,1.1848,0.0202,0.4943,2.1902,0.7008,0.1135,0.0395,154.0,2.0,7.0,4.0,1.0,0.0,4182.7,128.6,28.6,4.9,0.7,1162.1,111.7,30.2,7.4,2.4,5659.1,4493.1,236.9,97.9,41.1,22.0,12.7,6.8,4.8,3.9,735.6,4.5,4074.5,1369.6,190.0,19.9,5.3
Anzoo Esther,Wakiso Hill Wfc,Kawempe Muslim Lfc,Wakiso Hill Wfc,Wmd2,Forwards,Fw,Loss,Home,104.41666666666667,7.8314,578.568,53.0,751.9171,1.0,406.01120000000003,11.729800000000001,51.2749,26.7762,5.1031,5.9156,75.00143655227454,167.0,136.0,51.0,9.0,166.0,101.0,51.0,33.0,2.9774000000000003,0.6401,0.1622,0.0314,0.0031,3.1138,0.5764,0.216,0.08560000000000001,0.0254,2.4448,1.1753,0.8806,0.5375,0.34450000000000003,0.1963,0.1312,0.0693,0.042,1.9645,0.0456,1.4118,3.9924999999999997,1.8485999999999998,0.5372,0.0414,356.0,1.0,37.0,7.0,7.0,2.0,2954.6,279.4,74.6,17.7,2.3,2614.0,244.7,71.6,25.700000000000003,7.4,6292.0,4056.2,432.4,250.9,134.39999999999998,76.7,45.5,30.5,16.2,9.7,1228.1999999999998,11.3,3172.7,2534.5,485.5,93.6,5.7
Anzoo Esther,Wakiso Hill Wfc,Lady Doves Fc,Wakiso Hill Wfc,Wmd13,Forwards,Fw,Loss,Away,104.11666666666666,4.8363000000000005,342.445,22.0,458.19980000000004,3.0,228.9,6.811,36.756,26.3682,4.8849,5.1362,46.45077637265888,106.0,69.0,24.0,7.0,107.0,56.0,36.0,10.0,1.9357,0.336,0.0851,0.016,0.0019,1.9738,0.31720000000000004,0.1162,0.0464,0.008,1.0326000000000002,1.0334,0.5692,0.234,0.1769,0.0961,0.0642,0.0452,0.0304,1.5166,0.0375,0.4946,2.8208,1.1785,0.3065,0.036,116.0,3.0,11.0,9.0,2.0,0.0,4508.0,149.29999999999998,37.5,8.0,1.2,1367.3999999999999,131.6,40.1,14.1,2.0,6259.2,4646.0,371.1,165.7,59.7,39.7,21.0,14.3,9.8,6.6,916.8000000000001,8.5,4187.9,1690.4,323.3,52.6,5.0
Anzoo Esther,Wakiso Hill Wfc,Lady Doves Fc,Wakiso Hill Wfc,Wmd3,Forwards,Fw,Draw,Home,95.88333333333333,7.6346,543.737,42.0,732.0393,8.0,393.4563,12.4596,57.1519,26.7122,4.7467,5.2934,79.6238484269077,203.0,111.0,44.0,11.0,154.0,112.0,57.0,27.0,3.0274,0.6203000000000001,0.12919999999999998,0.027200000000000002,0.0048,2.9218,0.5852999999999999,0.2152,0.08349999999999999,0.02,2.2864,1.3868,0.7792,0.498,0.2863,0.176,0.1058,0.0695,0.0403,1.9601000000000002,0.0461,1.3811,4.0142,1.6955,0.5057,0.038099999999999995,285.0,8.0,21.0,15.0,6.0,0.0,2636.6,287.29999999999995,62.1,14.4,2.5,2389.0,254.0,75.4,26.799999999999997,5.5,5753.4,3520.3,512.9,226.3,125.1,65.9,39.8,24.1,15.1,9.3,1203.4,11.399999999999999,2745.2,2459.8,454.6,88.80000000000001,5.2
Anzoo Esther,Wakiso Hill Wfc,Makerere University Wfc,Wakiso Hill Wfc,Wmd6,Forwards,Fw,Loss,Away,95.91666666666667,5.6981,429.823,32.0,536.9581000000001,2.0,268.17470000000003,9.0917,40.81,26.9922,5.1071,4.6741,59.40677671589922,115.0,85.0,23.0,6.0,104.0,85.0,25.0,13.0,2.2535,0.4324,0.09380000000000001,0.0143,0.0026000000000000003,2.2782999999999998,0.42390000000000005,0.154,0.038900000000000004,0.0063,1.8401,0.8882,0.5671,0.372,0.2328,0.1406,0.0708,0.051199999999999996,0.0299,1.4668,0.0385,1.0493999999999999,2.9962,1.2226,0.3742,0.0556,201.0,2.0,13.0,14.0,3.0,2.0,3435.1000000000004,179.9,42.0,7.7,1.6,1878.6000000000001,169.7,52.099999999999994,11.9,1.9000000000000001,5780.5,4174.5,326.4,161.2,92.5,51.400000000000006,30.7,15.8,10.5,6.4,902.3000000000001,8.8,3490.6000000000004,1893.8,323.4,65.10000000000001,7.6
Anzoo Esther,Wakiso Hill Wfc,Olila Hs Wfc,Wakiso Hill Wfc,Wmd11,Forwards,Fw,Draw,Away,97.44999999999999,8.4855,464.894,34.0,794.942,3.0,400.46770000000004,13.273299999999999,65.40010000000001,27.5202,5.0889,6.6712,87.07542329399693,182.0,138.0,40.0,13.0,179.0,110.0,62.0,10.0,3.4354,0.5386,0.155,0.0289,0.0036,3.4816000000000003,0.5553,0.20650000000000002,0.06989999999999999,0.0107,2.3802,1.5004,0.7885,0.44489999999999996,0.2784,0.1423,0.09609999999999999,0.0579,0.0362,2.7137000000000002,0.0469,1.1233,5.1838,1.7134999999999998,0.4149,0.05,256.0,3.0,18.0,11.0,4.0,1.0,2619.3,259.4,75.1,16.1,2.0,2535.8,253.10000000000002,71.5,22.299999999999997,3.0999999999999996,5857.6,3151.6,549.4000000000001,231.3,116.1,65.4,30.799999999999997,22.4,13.1,8.8,1656.7,12.1,2076.1000000000004,3239.3,463.4,72.0,6.8999999999999995
Anzoo Esther,Wakiso Hill Wfc,Rines Ss Wfc,Wakiso Hill Wfc,Wmd10,Forwards,Fw,Loss,Home,100.26666666666667,8.5083,536.788,45.0,808.706,8.0,445.34479999999996,13.0947,64.7589,27.4722,4.5812,6.9186,84.85671542553193,232.0,109.0,48.0,16.0,188.0,110.0,65.0,27.0,3.4360999999999997,0.6263,0.1441,0.0318,0.0031999999999999997,3.3457,0.6025,0.2148,0.07680000000000001,0.0269,2.1797,1.5131999999999999,0.9182,0.5215000000000001,0.312,0.194,0.10020000000000001,0.0563,0.0398,2.6157,0.0577,1.1007,4.909000000000001,1.9618,0.4679,0.0689,476.0,8.0,27.0,12.0,5.0,1.0,2844.7,282.1,67.6,16.7,1.6,2474.1,264.1,76.19999999999999,24.4,7.6,6059.1,3322.1000000000004,553.8,264.7,129.5,73.2,42.7,22.8,13.5,9.100000000000001,1613.5,14.2,2404.1,3039.9,523.5,82.2,9.399999999999999
Anzoo Esther,Wakiso Hill Wfc,She Maroons Fc,Wakiso Hill Wfc,Wmd7,Forwards,Fw,Draw,Home,97.75,8.0486,706.776,53.0,777.0617,10.0,392.943,13.0104,54.181799999999996,26.8162,4.8223,6.4556,82.3386189258312,176.0,117.0,45.0,14.0,147.0,99.0,58.0,40.0,3.2392000000000003,0.6687000000000001,0.1595,0.032299999999999995,0.0057,2.9899,0.5516,0.2531,0.1061,0.0426,2.6136,1.1139999999999999,0.8369,0.532,0.3669,0.218,0.1413,0.0844,0.047200000000000006,2.0134999999999996,0.08080000000000001,1.4437,4.1152999999999995,1.7829,0.6572,0.0496,395.0,10.0,26.0,21.0,4.0,2.0,2678.1,275.9,69.6,16.1,3.2,2465.6000000000004,229.8,84.0,31.4,11.7,5865.200000000001,3601.7,408.79999999999995,239.6,130.8,82.6,49.2,30.7,17.6,11.3,1274.1,19.0,2594.2,2678.6,471.1,114.7,6.8
Anzoo Esther,Wakiso Hill Wfc,Uganda Martyrs Lubaga Wfc,Wakiso Hill Wfc,Wmd16,Forwards,Fw,Loss,Away,101.16666666666666,8.0541,448.166,38.0,755.7145,5.0,409.9905,12.2561,59.078500000000005,27.2802,4.7667,5.2556,79.61219110378914,190.0,120.0,43.0,14.0,176.0,94.0,58.0,18.0,3.1904,0.5289,0.1387,0.0278,0.0048000000000000004,3.3964,0.497,0.1864,0.0644,0.0193,2.3724,1.5716999999999999,0.7297,0.3701,0.2473,0.14100000000000001,0.0795,0.053599999999999995,0.0445,2.3987999999999996,0.0455,1.2919,4.7089,1.605,0.4043,0.0438,381.0,5.0,27.0,8.0,1.0,2.0,2860.8,252.29999999999998,69.2,15.4,2.7,2556.6,229.3,69.19999999999999,20.5,4.8,6080.6,3586.0,574.1,216.39999999999998,95.7,57.0,31.8,18.8,12.3,10.2,1467.1,11.4,2660.8,2904.9,438.9,70.2,6.0
Anzoo Esther,Wakiso Hill Wfc,Uganda Martyrs Lubaga Wfc,Wakiso Hill Wfc,Wmd5,Forwards,Fw,Draw,Home,106.48333333333333,8.488800000000001,476.54,48.0,816.7937,9.0,426.7078,12.503499999999999,58.0445,25.8402,5.5031,7.0701,79.71951792142747,218.0,150.0,53.0,5.0,181.0,141.0,72.0,36.0,3.3601,0.6936,0.192,0.0266,0.0029,3.1870000000000003,0.6199,0.27959999999999996,0.0949,0.032299999999999995,2.55,1.3113000000000001,0.8524,0.4952,0.28690000000000004,0.1621,0.09720000000000001,0.0761,0.0429,2.5458,0.069,1.4094,4.846500000000001,1.7563,0.44989999999999997,0.0267,390.0,9.0,33.0,11.0,4.0,0.0,3003.8,318.0,85.2,16.5,1.9000000000000001,2561.7,274.20000000000005,100.6,29.6,8.5,6399.9,3764.7,491.1,252.6,130.5,69.1,39.4,23.6,17.4,10.0,1586.2,15.399999999999999,2791.3,3055.9,470.0,79.1,3.7
Apino Teopista,Wakiso Hill Wfc,Amus College Wfc,Wakiso Hill Wfc,Wmd12,Midfielders,Dmc,Loss,Home,99.65,10.268,552.9449999999999,54.0,1071.5639999999999,9.0,544.6601,16.139899999999997,91.8642,24.7762,5.2267,5.3467,103.04064224786752,284.0,177.0,65.0,23.0,275.0,154.0,59.0,24.0,3.9454000000000002,0.746,0.2001,0.0404,0.006200000000000001,4.2085,0.8385,0.20500000000000002,0.0607,0.017,1.7718,2.4176,1.3671,0.7504,0.37039999999999995,0.186,0.10969999999999999,0.0553,0.031100000000000003,3.1668000000000003,0.041800000000000004,0.9076,5.842700000000001,2.9647,0.5523,0.0007,569.0,9.0,28.0,16.0,10.0,0.0,2522.8,337.3,92.69999999999999,23.4,4.0,2561.9,342.3,78.6,21.5,5.9,5990.2,2458.4,865.3,385.3,185.3,93.6,47.599999999999994,29.6,14.200000000000001,8.6,1889.7,12.8,1731.8000000000002,3358.6000000000004,799.3,100.6,0.1
Apino Teopista,Wakiso Hill Wfc,Amus College Wfc,Wakiso Hill Wfc,Wmd4,Midfielders,Dmc,Loss,Away,102.41666666666666,7.7904,341.725,36.0,823.3547000000001,5.0,423.2607,11.9857,66.82169999999999,24.5762,5.6934,6.4489,76.06574450772986,225.0,145.0,58.0,29.0,221.0,122.0,46.0,36.0,2.9341999999999997,0.6151,0.1464,0.036500000000000005,0.0119,3.1555,0.6437999999999999,0.1609,0.06,0.026,1.4148999999999998,1.8217,1.1227,0.5751,0.26849999999999996,0.1335,0.06659999999999999,0.0458,0.0237,2.2738,0.044399999999999995,0.805,4.25,2.3935999999999997,0.3417,0.0,453.0,5.0,18.0,12.0,5.0,1.0,3252.1,287.6,72.6,21.3,6.6,2133.3,280.4,62.1,20.8,8.9,6145.5,3512.1000000000004,655.0,315.9,144.0,69.5,36.1,18.0,12.3,6.5,1362.3,14.0,3001.8,2437.0,644.2,62.7,0.0
Apino Teopista,Wakiso Hill Wfc,Fc Tooro Queens,Wakiso Hill Wfc,Wmd9,Midfielders,Dmc,Loss,Home,93.68333333333334,8.966000000000001,360.14300000000003,43.0,946.5218,2.0,459.7536,15.1797,83.7259,23.1042,5.9245,6.1556,95.70539049991106,214.0,174.0,68.0,25.0,251.0,137.0,57.0,36.0,3.3297,0.7237,0.18180000000000002,0.0426,0.0074,3.6681,0.7294,0.187,0.07139999999999999,0.0249,1.6199,2.096,1.3448,0.6495,0.2995,0.14589999999999997,0.0965,0.0568,0.0287,2.582,0.0465,0.9379,4.7776,2.8903,0.3601,0.0,542.0,2.0,28.0,10.0,4.0,1.0,2420.8,327.5,87.5,23.6,4.5,2349.3,306.2,69.6,24.6,7.8,5621.200000000001,2601.7,741.9000000000001,378.0,168.7,77.6,39.5,25.8,14.7,8.399999999999999,1551.3000000000002,13.8,2031.6999999999998,2746.6000000000004,777.0,66.1,0.0
Apino Teopista,Wakiso Hill Wfc,Kampala Queens Fc,Wakiso Hill Wfc,Wmd1,Midfielders,Dmc,Draw,Away,96.96666666666667,7.9066,299.18399999999997,37.0,836.7285999999999,0.0,394.37030000000004,12.9325,72.9257,25.0882,5.4134,6.3867,81.53936060501891,246.0,160.0,54.0,16.0,218.0,122.0,62.0,39.0,3.0406,0.6725,0.1545,0.0315,0.0046,3.0609,0.6441,0.1902,0.0761,0.0317,1.3726,1.7824,1.2090999999999998,0.5876,0.2597,0.12990000000000002,0.08779999999999999,0.050300000000000004,0.0206,2.3816,0.024900000000000002,0.7603,4.3927,2.4543999999999997,0.2978,0.0014,250.0,0.0,26.0,6.0,4.0,1.0,3141.3,320.2,73.80000000000001,17.4,3.2,1903.6,281.2,72.9,26.1,10.0,5849.5,3133.9,645.9,342.29999999999995,149.7,68.19999999999999,35.0,23.400000000000002,13.799999999999999,6.4,1423.1999999999998,7.9,2622.4,2516.9,655.4,54.8,0.2
Apino Teopista,Wakiso Hill Wfc,Kawempe Muslim Lfc,Wakiso Hill Wfc,Wmd2,Midfielders,Dmc,Loss,Home,104.41666666666667,5.9403999999999995,252.668,34.0,634.5323999999999,0.0,312.5681,9.2281,49.6738,22.8402,4.9112,6.2178,56.89130087789305,171.0,103.0,55.0,14.0,160.0,92.0,47.0,29.0,2.1781,0.5054,0.1344,0.0344,0.0027,2.3401,0.5069,0.16269999999999998,0.0568,0.019,1.1175,1.3251,0.9226,0.426,0.20429999999999998,0.1386,0.063,0.0477,0.020999999999999998,1.6441000000000001,0.0305,0.6957,3.0718,1.9203000000000001,0.2527,0.0,244.0,0.0,22.0,10.0,2.0,0.0,4078.5,237.0,64.10000000000001,18.6,1.9,1592.9,212.3,59.9,20.6,6.199999999999999,6291.9,4323.2,477.0,258.59999999999997,108.80000000000001,52.9,35.6,17.2,13.4,6.0,990.3,9.0,3969.5,1764.5,511.4,46.6,0.0
Apino Teopista,Wakiso Hill Wfc,Lady Doves Fc,Wakiso Hill Wfc,Wmd13,Midfielders,Dmc,Loss,Away,104.11666666666666,6.93,294.943,26.0,719.4199,1.0,362.46590000000003,10.5522,58.5634,22.9602,4.8,5.2623,66.5599487754122,181.0,105.0,56.0,10.0,192.0,103.0,42.0,25.0,2.7155,0.4906,0.1355,0.0241,0.0034,2.8205,0.5319,0.1513,0.0436,0.0137,1.3371,1.6031,1.0381,0.4829,0.2252,0.10690000000000001,0.060700000000000004,0.034999999999999996,0.0183,1.9996,0.023100000000000002,0.7532,3.791,2.091,0.2949,0.0,332.0,1.0,14.0,9.0,1.0,2.0,3498.9,240.2,62.699999999999996,13.100000000000001,2.3,2135.3,230.5,55.3,16.3,4.7,6259.2,3941.6000000000004,574.0,291.5,121.0,57.8,28.799999999999997,16.0,9.5,5.4,1206.6999999999998,7.0,3452.1,2191.5,561.7,54.0,0.0
Apino Teopista,Wakiso Hill Wfc,Lady Doves Fc,Wakiso Hill Wfc,Wmd3,Midfielders,Dmc,Draw,Home,95.88333333333333,8.6838,470.315,38.0,919.3589999999999,2.0,443.16700000000003,14.372399999999999,77.8537,25.5842,5.9963,6.6045,90.56631322788111,274.0,165.0,75.0,20.0,280.0,138.0,61.0,31.0,3.1577,0.7317,0.17759999999999998,0.0429,0.0061,3.5109000000000004,0.7455,0.2147,0.0739,0.023,1.7877,1.9609,1.1141,0.5952999999999999,0.3106,0.1641,0.11069999999999999,0.0538,0.0311,2.509,0.0465,1.1387,4.6765,2.3983,0.4589,0.0114,188.0,2.0,24.0,7.0,5.0,2.0,2348.4,367.5,86.4,23.799999999999997,4.0,2478.3,334.2,79.19999999999999,24.4,7.4,5753.4,2893.9,711.3,323.1,149.0,74.9,43.0,28.1,14.1,8.2,1494.1999999999998,13.8,2352.3,2671.3,646.1,82.3,1.5999999999999999
Apino Teopista,Wakiso Hill Wfc,Makerere University Wfc,Wakiso Hill Wfc,Wmd6,Midfielders,Dmc,Loss,Away,95.91666666666667,7.204699999999999,179.777,32.0,768.121,1.0,363.9084,11.9566,66.7863,20.7202,5.5071,5.7778,75.11416159860988,195.0,142.0,59.0,21.0,208.0,150.0,53.0,24.0,2.7074,0.5886,0.1538,0.0411,0.0068000000000000005,2.7903000000000002,0.655,0.1965,0.048299999999999996,0.0168,1.1878,1.8944,1.1759,0.5328999999999999,0.2098,0.11549999999999999,0.06659999999999999,0.0341,0.0186,1.9301,0.038900000000000004,0.6595,3.8156,2.5499,0.1797,0.0,275.0,1.0,21.0,8.0,3.0,0.0,3298.2,268.0,72.2,22.3,4.3,1751.3000000000002,270.2,70.80000000000001,17.8,5.4,5780.299999999999,3349.7,670.9,333.8,139.9,58.4,33.0,19.1,10.0,5.800000000000001,1147.2,12.7,2907.6,2148.5,690.3,34.1,0.0
Apino Teopista,Wakiso Hill Wfc,Olila Hs Wfc,Wakiso Hill Wfc,Wmd11,Midfielders,Dmc,Draw,Away,97.46666666666667,9.8846,419.552,54.0,1034.2516,2.0,465.4785,15.8917,89.8885,24.4882,5.6704,5.5067,101.41518467852258,236.0,172.0,63.0,26.0,249.0,155.0,65.0,33.0,3.784,0.7838,0.1799,0.0383,0.0087,3.9802999999999997,0.7795000000000001,0.24659999999999999,0.0659,0.0176,1.6568,2.3520000000000003,1.3833,0.6864,0.3472,0.17880000000000001,0.0895,0.0508,0.0294,3.0732,0.0372,0.8975,5.5687,2.9987,0.4188,0.0007,245.0,2.0,31.0,20.0,3.0,0.0,2479.0,356.5,87.4,22.1,5.800000000000001,2460.3,322.9,94.0,23.299999999999997,6.5,5857.6,2394.8,839.8,392.29999999999995,173.6,89.19999999999999,47.5,23.5,13.9,8.3,1863.3,11.6,1762.1,3210.1,809.2,76.3,0.1
Apino Teopista,Wakiso Hill Wfc,Rines Ss Wfc,Wakiso Hill Wfc,Wmd10,Midfielders,Dmc,Loss,Home,100.26666666666667,9.7233,484.624,50.0,1012.815,2.0,469.1091,15.0732,83.7193,26.7922,5.1112,5.1445,96.97440159574468,259.0,143.0,70.0,16.0,265.0,134.0,66.0,27.0,3.7633,0.7064,0.1835,0.0408,0.0054,3.9891000000000005,0.7529999999999999,0.19419999999999998,0.0699,0.0179,1.7450999999999999,2.2624,1.4971,0.7244999999999999,0.3448,0.16699999999999998,0.08249999999999999,0.0611,0.0369,2.7518000000000002,0.05,0.978,5.1348,3.126,0.47509999999999997,0.0095,278.0,2.0,28.0,12.0,8.0,2.0,2742.1,318.2,83.80000000000001,20.8,3.0,2483.1,306.29999999999995,71.9,24.299999999999997,5.7,6059.1,2820.8,801.7,414.9,178.8,85.30000000000001,43.6,21.7,15.5,9.7,1652.7,14.5,2174.2,2960.6,836.5999999999999,86.5,1.3
Apino Teopista,Wakiso Hill Wfc,She Maroons Fc,Wakiso Hill Wfc,Wmd7,Midfielders,Dmc,Draw,Home,97.75,9.1511,373.082,41.0,973.3343,13.0,504.0319,14.963999999999999,81.357,23.4562,5.3667,7.2089,93.61739130434783,260.0,182.0,67.0,35.0,276.0,162.0,60.0,37.0,3.4055,0.7388,0.20229999999999998,0.0498,0.013399999999999999,3.6172,0.8039000000000001,0.225,0.0674,0.0278,1.8746,2.0460000000000003,1.1559,0.5762,0.29810000000000003,0.15589999999999998,0.0864,0.0638,0.0317,2.7965,0.066,1.1263999999999998,5.1689,2.4828,0.3724,0.0007,645.0,13.0,25.0,13.0,2.0,1.0,2481.8,346.9,94.8,25.5,8.1,2442.6000000000004,349.4,84.8,22.8,8.7,5865.200000000001,2777.5,742.5999999999999,333.2,149.89999999999998,77.69999999999999,40.4,23.2,17.4,9.5,1673.9,20.1,2149.2,2976.7,672.2,67.2,0.1
Apino Teopista,Wakiso Hill Wfc,Uganda Martyrs Lubaga Wfc,Wakiso Hill Wfc,Wmd16,Midfielders,Dmc,Loss,Away,101.16666666666666,6.6422,313.998,24.0,685.0851,7.0,361.6068,10.520199999999999,55.86409999999999,24.4162,4.7956,5.8926,65.65601317957167,167.0,126.0,38.0,16.0,186.0,95.0,38.0,23.0,2.6018,0.4987,0.10300000000000001,0.023299999999999998,0.0050999999999999995,2.7058,0.5109,0.1322,0.0484,0.0128,1.5024,1.452,0.8258,0.42900000000000005,0.2001,0.1051,0.0554,0.0361,0.0136,2.0017,0.020900000000000002,0.8896,3.7500999999999998,1.6883,0.3133,0.0007,407.0,7.0,10.0,9.0,3.0,2.0,3422.7,238.10000000000002,53.6,14.5,2.9,2052.0,222.4,52.099999999999994,17.9,4.6,6080.6,3871.0,527.0,240.1,106.6,50.400000000000006,26.0,14.7,9.5,3.5,1225.4,6.6000000000000005,3358.2,2207.9,457.70000000000005,56.9,0.1
Apino Teopista,Wakiso Hill Wfc,Uganda Martyrs Lubaga Wfc,Wakiso Hill Wfc,Wmd5,Midfielders,Dmc,Draw,Home,106.48333333333333,9.0337,432.889,47.0,953.7683,6.0,479.966,13.4293,70.7387,25.5202,6.7149,6.5867,84.83675066520581,266.0,156.0,71.0,33.0,247.0,146.0,65.0,33.0,3.3461999999999996,0.6906,0.195,0.0538,0.0116,3.6494999999999997,0.7797000000000001,0.2185,0.0645,0.024100000000000003,2.1483,1.8778000000000001,1.0047000000000001,0.5342,0.2307,0.1566,0.0955,0.061799999999999994,0.0384,2.8121,0.07339999999999999,1.3093,5.1532,2.1383,0.4265,0.0064,424.0,6.0,35.0,9.0,3.0,0.0,2785.3,344.2,91.0,29.299999999999997,6.5,2689.7,339.6,83.8,23.1,7.699999999999999,6400.0,3423.1000000000004,687.4000000000001,293.4,135.8,60.1,40.7,25.799999999999997,15.5,10.4,1687.0,21.0,2717.5,3024.6,579.7,77.5,0.9
Asia Kakai,Amus College Wfc,Kawempe Muslim Lfc,Amus College Wfc,Wmd16,Midfielders,Dm,Draw,Away,97.56666666666666,7.8995,299.49199999999996,31.0,790.0569,12.0,385.9027,12.5198,67.4705,25.3922,5.2312,6.1223,80.96515203279809,217.0,111.0,43.0,13.0,169.0,94.0,66.0,40.0,3.2508,0.6076,0.12090000000000001,0.0205,0.0034999999999999996,3.0651,0.5356,0.1824,0.0795,0.0339,1.6092,1.7586,1.1683999999999999,0.5091,0.2471,0.13190000000000002,0.0743,0.035,0.0251,2.3136,0.027299999999999998,0.7812,4.4124,2.4064,0.2953,0.0043,257.0,12.0,18.0,9.0,4.0,0.0,2829.3,267.8,57.099999999999994,11.899999999999999,2.0,2370.0,228.7,68.5,27.3,10.4,5872.9,3215.5,628.0,332.3,132.3,61.800000000000004,33.1,18.5,8.7,6.300000000000001,1429.1,7.4,2515.6,2653.7,650.4,52.7,0.6
Asia Kakai,Amus College Wfc,Kawempe Muslim Lfc,Amus College Wfc,Wmd5,Midfielders,Dm,Draw,Home,100.95,5.5896,131.512,18.0,547.9109,6.0,333.4883,8.2259,44.5162,20.9282,4.2593,5.6978,55.369985141158985,139.0,81.0,32.0,4.0,141.0,75.0,33.0,9.0,2.304,0.36669999999999997,0.073,0.0124,0.0007,2.3262,0.377,0.0959,0.0269,0.006699999999999999,1.083,1.4567999999999999,0.9598,0.3902,0.1417,0.0628,0.0274,0.014,0.0067,1.4401,0.007,0.5736,2.907,1.9775,0.1315,0.0,248.0,6.0,11.0,4.0,3.0,0.0,3006.7,173.9,38.7,7.1,0.4,2618.5,163.7,36.9,9.600000000000001,2.2,6057.6,4227.9,508.7,267.7,102.5,38.1,16.3,7.8,4.0,2.1,880.4,2.2,3802.1,1694.2,536.8000000000001,24.6,0.0
Asia Kakai,Amus College Wfc,Rines Ss Wfc,Amus College Wfc,Wmd13,Midfielders,Dm,Draw,Home,106.01666666666667,10.2668,675.8309999999999,68.0,1026.5085,7.0,469.2117,14.999400000000001,83.18430000000001,26.2722,4.9423,6.0534,96.8413771419588,237.0,157.0,43.0,9.0,192.0,120.0,66.0,52.0,4.1307,0.7938000000000001,0.17570000000000002,0.026799999999999997,0.0033,4.1075,0.6492,0.2313,0.10189999999999999,0.0467,1.9495,2.0252999999999997,1.2606,0.7436,0.4064,0.2207,0.11779999999999999,0.0713,0.0479,3.3765,0.047299999999999995,0.9838,5.8163,2.7909,0.6542,0.0216,275.0,7.0,43.0,20.0,4.0,1.0,2791.2,351.1,78.6,14.5,1.9,2728.1,279.4,80.69999999999999,32.7,13.8,6371.9,2802.8999999999996,723.7,355.5,181.7,96.6,49.9,28.6,16.6,10.5,2094.0,12.0,1992.6,3511.3,748.3,116.8,3.0
